connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.df1dc00202e7450498e1b6d1	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.419347cbcb442f2e7dc003da.anchor	generated.farm.d63bf243e2e507045eaa3c69.anchor	-51872	217541	-5080	-50710	216939	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	1309
content.bridge.5534571ff8209a7ce2559eed	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfTheSaints	generated.farm.78f969afd9b10da798464d80.anchor	generated.farm.0e3706c8baf57698997968f7.anchor	89149	219520	-5432	90280	218357	-5432	WALK_PASSAGE	dungeon/31102.xml	COMPONENT_BOUNDARY_BRIDGE	1623
content.bridge.1fc3884f958c3a538f456473	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.500370478e36f602011a2304.anchor	generated.farm.104273f8252c8098e201bd1c.anchor	-47950	217267	-5080	-49508	216144	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	1921
content.bridge.e07b82c322e9c330c7429d3c	SSQ_CATACOMBS_NECROPOLIS	CatacombOfTheBranded	generated.farm.0eff5fa4ba80b251c37eef6b.anchor	generated.farm.4babb777e37a9765fa10ea31.anchor	52650	171263	-4976	50065	171456	-4976	WALK_PASSAGE	dungeon/31115.xml	COMPONENT_BOUNDARY_BRIDGE	2593
content.bridge.2a6b5ae2e061a4542c9f542b	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.cad87c7b023189e5a671f14e.anchor	generated.farm.db63466cbab9d2fdd5ade114.anchor	-18222	86977	-5168	-17898	84222	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	2774
content.bridge.d0c03674d6fd651f51b06b6f	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.119f3c4e36792807ad5b5934.anchor	generated.farm.3befc0d846cd6c1108f82c3f.anchor	-11758	78820	-5168	-14540	78494	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	2802
content.bridge.19d3d6362949df861abf15ae	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfDevotion	generated.farm.4c95f843fa9172d2f6ad0aa6.anchor	generated.farm.f35696f9e24ed1f86e76f432.anchor	-50039	81183	-4736	-47280	81922	-4736	WALK_PASSAGE	dungeon/31099.xml	COMPONENT_BOUNDARY_BRIDGE	2857
content.bridge.58b7b2075beed9566668bad4	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.d8b1462dc0bd83a6da563d9b.anchor	generated.farm.d769c34b3fada55ab7005c5f.anchor	-13387	23811	-4896	-10385	23160	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	3072
content.bridge.06947db77ff9eb775ae97c83	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.a83989a52d6a07fc441551d1.anchor	generated.farm.99e132ee75236751bf4e6edf.anchor	-10028	19486	-4896	-8788	23814	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	4503
content.bridge.1b619140005e7fe382182c3a	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfWorship	generated.farm.c340c2d4dccfda9aa87812c1.anchor	generated.farm.7afcb02ec83ea380db585fb7.anchor	117295	178619	-5432	112238	177026	-5432	WALK_PASSAGE	dungeon/31097.xml	COMPONENT_BOUNDARY_BRIDGE	5302
content.bridge.19c497d2088138704fb317a7	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfWorship	generated.farm.edbde84759d6a963e5bf2685.anchor	generated.farm.94716881ae3c6ae661786d46.anchor	117278	179697	-5432	111610	178614	-5432	WALK_PASSAGE	dungeon/31097.xml	COMPONENT_BOUNDARY_BRIDGE	5771
