connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.f428118330caec95ec1ca6b3	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.654e5d244a01edb4a9da3731.anchor	116364	14361	5984	115569	13828	5984	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	958
content.bridge.126a0f1adbe1a9b376911227	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.6d48dc991277ed445252780a.anchor	116334	14373	928	115803	14964	1944	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1290
content.bridge.e43c374efd1c8d5f48bb27fc	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.ef6addf07ea8a98e78d368dd.anchor	116364	14361	5984	115755	14949	6992	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1317
content.bridge.1195dd0b4c903c460e5b611c	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.3236e8990f1472c15614db02.anchor	116360	17765	5984	115584	17252	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1372
content.bridge.da419c148de97619e871bfe4	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.931ad9adfb27a552120adb4b.anchor	116364	14361	5984	115525	14771	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1375
content.bridge.ffee468dbaf6a3ec63dc5ed0	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.22894ed980b07d9ed7524684.anchor	116334	14373	928	115926	15866	928	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1548
content.bridge.2cf16adca344695913dc5f0b	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.a04b0f6f0d8c6311214baec8.anchor	generated.farm.2fada487fac12271c0037c27.anchor	113345	14741	-2120	113827	14502	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1575
content.bridge.b51c31e0956548cd71170b39	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.003ce483f1390dd1f2c56598.anchor	generated.farm.3588e5c8988f06d4ceca49d2.anchor	115568	13868	928	114677	14743	1944	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1610
content.bridge.98fb9b0674a9581f45138fdd	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.a04b0f6f0d8c6311214baec8.anchor	generated.farm.f21fa626e858f6d2ac7bae98.anchor	113345	14741	-2120	112839	15207	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1633
content.bridge.4b27588aea9961fd0e83e6a3	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.003ce483f1390dd1f2c56598.anchor	generated.farm.1f7aa929a57feededa2de9de.anchor	115568	13868	928	115430	14533	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1709
content.bridge.f7e44cf50daa849572c45596	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.ee7127508c6d3d4aa824832a.anchor	116334	14373	928	116180	15225	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1792
content.bridge.5b9cbe3c5f641c0f063c61da	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.29e0f904e6b1dcc9bad64bd5.anchor	116364	14361	5984	114880	14272	6992	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1797
content.bridge.a1e8f99e1d5e8e007bdedf15	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.003ce483f1390dd1f2c56598.anchor	generated.farm.a459320841eef2e4481f0e7c.anchor	115568	13868	928	113737	13878	928	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1832
content.bridge.5c05d4d49d769fe34cfce660	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.7ab80eb28ebca089ca50c741.anchor	116360	17765	5984	114652	18498	5984	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1859
content.bridge.6b41e4cd3d4fc0c7036841b9	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.ee88100ca74c331deca64694.anchor	116364	14361	5984	114648	13646	5984	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1859
content.bridge.16baa7ded2719b457cf81e0a	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.a04b0f6f0d8c6311214baec8.anchor	generated.farm.0342f2ab29359668ef4eb46b.anchor	113345	14741	-2120	114647	16068	-2120	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1860
content.bridge.142269b3cb8e29e08be012c2	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.639007d287a2a0d44ffd0b66.anchor	116360	17765	5984	115193	16587	6992	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	1941
content.bridge.5f51f45f45cefe383bc4c85f	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.ab194214ac2720f8cd32aa40.anchor	116360	17765	5984	116017	16068	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2004
content.bridge.416b3ec467d8abc30fdd714c	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.30885b273c841b3ff2e45627.anchor	116364	14361	5984	115981	16054	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2008
content.bridge.603f55a676e147bca1ee0e0b	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.c021ca40e4797a812d4cd723.anchor	116360	17765	5984	114630	17463	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2025
content.bridge.b61846baaffb93a7899d245f	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.a04b0f6f0d8c6311214baec8.anchor	generated.farm.403a97d5d0f4793379684a51.anchor	113345	14741	-2120	112654	16058	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2099
content.bridge.249d3fe02901e1ef1d65c2b4	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.6a1beb51f646ae5e352917c5.anchor	generated.farm.0fba33fad2c6c85804714558.anchor	116364	14361	5984	114684	15216	4976	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2138
content.bridge.ff8d59c941e9c55512ca0a0f	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.a04b0f6f0d8c6311214baec8.anchor	generated.farm.f3dac0a8425b271bd215a74f.anchor	113345	14741	-2120	114724	15551	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2180
content.bridge.bb468515b41b3a9630c2c462	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.c009026cbd1e5bf534699dd0.anchor	116360	17765	5984	114402	17854	6992	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2205
content.bridge.9b07fc986b61dee15ce16f45	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.e2b6adc79412bda9e5aa245a.anchor	116360	17765	5984	114402	17854	6992	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2205
content.bridge.d3df8a72a550831ea5cb5114	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.19b705c8733ff6a4d1aa70e5.anchor	116334	14373	928	115566	15108	2952	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2287
content.bridge.7bf056195889e0891286d9a1	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.5ca2e6703bc6853ba0e330cb.anchor	116334	14373	928	115566	15108	2952	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2287
content.bridge.d01f2dbc43318c262bd841f3	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.06de56e48e26f447faba1eec.anchor	generated.farm.24f120d6ef183ba4092b6220.anchor	116334	14373	928	116631	16046	-640	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2313
content.bridge.754eff83a53493acbb1c6d86	TOWER_OF_INSOLENCE	TowerOfInsolence	generated.farm.c98d04e9094cb21800b191e5.anchor	generated.farm.61abcaf9558faaf3ac5d0be9.anchor	116360	17765	5984	116114	16672	3960	WALK_PASSAGE	data/teleporters/town/30848.xml	COMPONENT_BOUNDARY_BRIDGE	2314
