connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.915b784fbfb89af39087774d	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.babce96fc2ad7ff8b83a6b2a.anchor	generated.farm.419347cbcb442f2e7dc003da.anchor	-50604	218034	-5080	-51872	217541	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	1361
content.bridge.0ab69f8339f31b52e061f7ca	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.906a324392d4e7872727a76b.anchor	generated.farm.104273f8252c8098e201bd1c.anchor	-49508	214730	-5080	-49508	216144	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	1414
content.bridge.71504f32f73159ffaa654f6a	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfTheSaints	generated.farm.56baaab98d4698275fd09378.anchor	generated.farm.0e3706c8baf57698997968f7.anchor	89476	217152	-5432	90280	218357	-5432	WALK_PASSAGE	dungeon/31102.xml	COMPONENT_BOUNDARY_BRIDGE	1449
content.bridge.df12d3d15e23de9d6917bfe0	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.906a324392d4e7872727a76b.anchor	generated.farm.367ef00209b76ec30dc5a704.anchor	-49508	214730	-5080	-51872	214743	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	2365
content.bridge.d68a421024a02210f0aaa20c	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.906a324392d4e7872727a76b.anchor	generated.farm.d63bf243e2e507045eaa3c69.anchor	-49508	214730	-5080	-50710	216939	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	2515
content.bridge.b4a2f8ba4adde55b0d22b2f1	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.f47e09a8e2bb60a2337fd18f.anchor	generated.farm.3befc0d846cd6c1108f82c3f.anchor	-12588	80092	-5168	-14540	78494	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	2523
content.bridge.4e774014e607692e5b4e117f	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.b49400574ce87ac955dba4d9.anchor	generated.farm.db63466cbab9d2fdd5ade114.anchor	-19505	86172	-5168	-17898	84222	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	2527
content.bridge.147f656197e7c4bb3eb3421c	SSQ_CATACOMBS_NECROPOLIS	CatacombOfTheBranded	generated.farm.e515215941a45b1efb593850.anchor	generated.farm.4babb777e37a9765fa10ea31.anchor	52262	172711	-4976	50065	171456	-4976	WALK_PASSAGE	dungeon/31115.xml	COMPONENT_BOUNDARY_BRIDGE	2531
content.bridge.741e939570c38464058ab22f	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.babce96fc2ad7ff8b83a6b2a.anchor	generated.farm.16d3eaadb00606cc4275c2d2.anchor	-50604	218034	-5080	-51868	215828	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	2543
content.bridge.fc6c6d1444c33b39337871ea	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.6c1f8868af8fe2f7ca6a5c73.anchor	generated.farm.d769c34b3fada55ab7005c5f.anchor	-12668	21984	-4896	-10385	23160	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	2569
content.bridge.c44e4b6dec82a5a817e6a3ca	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.f06292775cab87b70f502430.anchor	generated.farm.ff981976a7c597d287a79418.anchor	-19951	78058	-5168	-20268	80830	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	2791
content.bridge.1009ee0dccf476eab6f7f706	SSQ_CATACOMBS_NECROPOLIS	CatacombOfTheWitch	generated.farm.68e78c6124a1bd093e806244.anchor	generated.farm.a8deacbd9baf25852c87b849.anchor	147142	88562	-5424	149946	88866	-5424	WALK_PASSAGE	dungeon/31117.xml	COMPONENT_BOUNDARY_BRIDGE	2821
content.bridge.568356894d025159d838c548	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfDevotion	generated.farm.b695be51c9a749593f72def9.anchor	generated.farm.f35696f9e24ed1f86e76f432.anchor	-44823	83332	-4736	-47280	81922	-4736	WALK_PASSAGE	dungeon/31099.xml	COMPONENT_BOUNDARY_BRIDGE	2833
content.bridge.c9c7007482a17fe913b7c92c	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.7f454d5811f41b890ec04279.anchor	generated.farm.eb203284e061baee99a1777d.anchor	-11495	15586	-4896	-8750	16319	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	2842
content.bridge.a28587a1998a9d443a6dc277	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfWorship	generated.farm.db8443af0c7935ae665ab011.anchor	generated.farm.68efb656fe3409bf20cfb91d.anchor	119383	176755	-5432	120136	173976	-5432	WALK_PASSAGE	dungeon/31097.xml	COMPONENT_BOUNDARY_BRIDGE	2880
content.bridge.a3eb7f671e15299bef81a9e6	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.6c1f8868af8fe2f7ca6a5c73.anchor	generated.farm.99e132ee75236751bf4e6edf.anchor	-12668	21984	-4896	-8788	23814	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	4290
content.bridge.9c385cd221464fcf507c3e28	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfWorship	generated.farm.f0b80a7acabc51cdee30df66.anchor	generated.farm.7afcb02ec83ea380db585fb7.anchor	117304	176038	-5432	112238	177026	-5432	WALK_PASSAGE	dungeon/31097.xml	COMPONENT_BOUNDARY_BRIDGE	5162
content.bridge.d6f9217ef8e4a1119e81efcf	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfWorship	generated.farm.c340c2d4dccfda9aa87812c1.anchor	generated.farm.94716881ae3c6ae661786d46.anchor	117295	178619	-5432	111610	178614	-5432	WALK_PASSAGE	dungeon/31097.xml	COMPONENT_BOUNDARY_BRIDGE	5686
