connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.60c06c4b3def8774cbba7683	DEVILS_ISLE	DevilsIsle	generated.farm.2fe934bf9b1f2ea6ecf22537.anchor	generated.farm.b3c506f879469832e1f5e977.anchor	46625	220505	-3584	48317	219987	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	1770
content.bridge.24b6644179cb44dd72299caa	DEVILS_ISLE	DevilsIsle	generated.farm.f2bab688353fa77725ffe3cd.anchor	generated.farm.e10f1a2e01f362b2d97892f6.anchor	42715	211504	-3712	44231	212510	-3712	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	1820
content.bridge.5f1ae47e4b1cced5a19ba28b	DEVILS_ISLE	DevilsIsle	generated.farm.c21df20b630eacb47dd381e4.anchor	generated.farm.f5fe8b6b1af5e3a4b087be25.anchor	43274	212660	-3712	42161	214194	-3712	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	1896
content.bridge.a32fc10f292919820895f6a8	DEVILS_ISLE	DevilsIsle	generated.farm.88e3561b0e2a4a9fd5f2e3f5.anchor	generated.farm.93d3857fae924cae1a747693.anchor	45837	214210	-3752	47894	212506	-3344	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	2703
content.bridge.27eaa34ce900352cab0877e3	DEVILS_ISLE	DevilsIsle	generated.farm.2fe934bf9b1f2ea6ecf22537.anchor	generated.farm.249a7831febb71267b349c4a.anchor	46625	220505	-3584	48903	218874	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	2802
content.bridge.52a9350b7e8c324c90977e00	DEVILS_ISLE	DevilsIsle	generated.farm.fa92c35d572b5318b07c7af1.anchor	generated.farm.7428ed8d09596a3467e9da7f.anchor	45875	211773	-3640	47964	213774	-3424	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	2901
content.bridge.218668f0e94fbdb8149d4652	DEVILS_ISLE	DevilsIsle	generated.farm.32030ead7ab63c0f3ff5d307.anchor	generated.farm.a32f22aea8b15cc2eeb525c5.anchor	45666	212569	-3752	45799	209611	-3592	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	2966
content.bridge.933be6c39b3ddac8e2e26af2	DEVILS_ISLE	DevilsIsle	generated.farm.6b09ee1d3852d548b02efb72.anchor	generated.farm.f684983fdb6a1ba7d13241fb.anchor	45315	215591	-3904	48277	216069	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3018
content.bridge.0ef76ec055ae8c6ff2f81ca1	DEVILS_ISLE	DevilsIsle	generated.farm.88e3561b0e2a4a9fd5f2e3f5.anchor	generated.farm.32ffd656856492185c94d6c7.anchor	45837	214210	-3752	47437	211609	-3592	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3058
content.bridge.7c564b81b59bd8ab57558ae8	DEVILS_ISLE	DevilsIsle	generated.farm.5844391794232531818c2c53.anchor	generated.farm.26cdc2a0529f8dbd600d5562.anchor	47276	209176	-3584	50127	208268	-2704	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3119
content.bridge.3ef4304938a216ed798e15ee	DEVILS_ISLE	DevilsIsle	generated.farm.7fe0706d470228a627209868.anchor	generated.farm.727636f611ea22b87fae9606.anchor	46584	210594	-3592	49816	210366	-2704	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3360
content.bridge.4fd952ef665625f8cde23ad6	DEVILS_ISLE	DevilsIsle	generated.farm.5864c5a21d13b5080a6dea92.anchor	generated.farm.0f93cd0ce1e5c8bef14dcca9.anchor	50035	208692	-3728	49081	211948	-3344	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3415
content.bridge.2ae6d35b1f12ffe47e2c1829	DEVILS_ISLE	DevilsIsle	generated.farm.32030ead7ab63c0f3ff5d307.anchor	generated.farm.2cc58b1a38dda7cf0aa18860.anchor	45666	212569	-3752	49082	213336	-3424	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3517
content.bridge.a4d8d1b4e7db2805b7a1f667	DEVILS_ISLE	DevilsIsle	generated.farm.6f7f1765f89ae95fe51f2796.anchor	generated.farm.f6b78cd1050f37ba9023d939.anchor	45373	217816	-3952	48909	217325	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3589
content.bridge.8e439f5ef6f41d08fc5b6dee	DEVILS_ISLE	DevilsIsle	generated.farm.5844391794232531818c2c53.anchor	generated.farm.54b4a5284bb69a860c5ba3a6.anchor	47276	209176	-3584	50879	209960	-2704	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3791
content.bridge.7fed41f2bf4a21df565c938c	DEVILS_ISLE	DevilsIsle	generated.farm.d11d2a30ca183a08744a7a92.anchor	generated.farm.0b1f91e21cb2b235abb8b3eb.anchor	50083	210401	-3728	49082	214093	-3424	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3838
content.bridge.631cade8fec05040bb40272e	DEVILS_ISLE	DevilsIsle	generated.farm.32030ead7ab63c0f3ff5d307.anchor	generated.farm.ff510820d435e13ea81ec3ca.anchor	45666	212569	-3752	49086	214498	-3504	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3935
content.bridge.e6736a4d6d5e3a15c4e8a291	DEVILS_ISLE	DevilsIsle	generated.farm.fa92c35d572b5318b07c7af1.anchor	generated.farm.44d106775916043501d3f163.anchor	45875	211773	-3640	49849	211615	-3224	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3999
content.bridge.0db2a4f95e9e7ebefdd2cdf6	DEVILS_ISLE	DevilsIsle	generated.farm.3f1497cd3cf69b18164eb3d8.anchor	generated.farm.cc17488fb251d241e69c50fa.anchor	45282	216235	-3904	49468	215909	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4211
content.bridge.6c3d544663e126c40be8d025	DEVILS_ISLE	DevilsIsle	generated.farm.7fe0706d470228a627209868.anchor	generated.farm.1a5bf02c5550c83f7d43221a.anchor	46584	210594	-3592	50862	210942	-2904	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4347
content.bridge.8cbe117690e6f3385eeab13b	DEVILS_ISLE	DevilsIsle	generated.farm.1991e88e53e504fb9709fedc.anchor	generated.farm.02f3460b46ad2daccf3455d4.anchor	49528	207404	-3592	50882	211620	-3024	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4465
