connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.03239e35627bdaa9129c3e61	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.33630bee515c5257b2db0fe8.anchor	180488	-75315	-2728	177900	-75318	-2728	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	2589
content.bridge.4455bb9990528325dfb531a7	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.7404957fd9f2ac9aa8910274.anchor	180488	-75315	-2728	177962	-78188	-3376	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	3881
content.bridge.0748453af4e532821c3b5590	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.65f2c33fbfea3c51738dfccd.anchor	180488	-75315	-2728	183670	-78108	-5960	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	5327
content.bridge.5aaf32d34ed521d0bde1c62e	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.31d3d6cc3b1f562a81bcb068.anchor	180488	-75315	-2728	175071	-75345	-2728	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	5418
content.bridge.2616b60d8351065af7973582	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.e1f713cd1471a176f5fb632d.anchor	180488	-75315	-2728	180820	-81018	-4672	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	6035
content.bridge.ee9c58db51340fdaed7b289b	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.eb19b9fba767b54ef29e9070.anchor	180488	-75315	-2728	175073	-78218	-2728	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	6145
content.bridge.83c08f56354300bad79bcc73	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.d0acb54fb45f64c750753b3f.anchor	180488	-75315	-2728	177960	-81043	-4024	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	6394
content.bridge.bbaae4263eb9bc8135ca33b3	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.6b6f6c2545639fb2f48a1515.anchor	180488	-75315	-2728	183665	-80987	-5320	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	6999
content.bridge.8e935b8c27ce753e407189f7	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.4f0b1780f352370bcdae7327.anchor	180488	-75315	-2728	186549	-78098	-6608	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	7716
content.bridge.369bbb9d125fb16eed72cbf8	IMPERIAL_TOMB	ImperialTomb	generated.farm.72007cc387f17e963e4fcf2c.anchor	generated.farm.11e5c21033dc9a3f75ca7ebd.anchor	180488	-75315	-2728	175102	-81091	-3376	WALK_PASSAGE	data/teleporters/town/31275.xml	COMPONENT_BOUNDARY_BRIDGE	7925
