connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.05a6147f670da3c185394dc2	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.5152587f5d52d68aa3307d15.anchor	46423	205792	-3616	45728	207494	-3696	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	1841
content.bridge.4e8cd7fb9ce1ec7a80ed76de	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.0d58be8322d126fd103d1799.anchor	46423	205792	-3616	48241	206962	-3520	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	2165
content.bridge.58359de1e16c654c25fcb9d3	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.f847b1b8d2b3b5b1bda757a6.anchor	46423	205792	-3616	48448	208626	-3552	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3484
content.bridge.2fc5a1b3db79700df9602bec	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.5844391794232531818c2c53.anchor	46423	205792	-3616	47276	209176	-3584	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3490
content.bridge.529d1e76c50e5e68689b64b4	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.1991e88e53e504fb9709fedc.anchor	46423	205792	-3616	49528	207404	-3592	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3499
content.bridge.bf7c4e1c6a75f1651b2b237e	DEVILS_ISLE	DevilsIsle	generated.farm.788a7343bc908a787d613997.anchor	generated.farm.a32f22aea8b15cc2eeb525c5.anchor	44926	206189	-3712	45799	209611	-3592	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	3534
content.bridge.09340ef69b4f542ba77d7fae	DEVILS_ISLE	DevilsIsle	generated.farm.788a7343bc908a787d613997.anchor	generated.farm.88a99d2166a845e449a21e58.anchor	44926	206189	-3712	43593	210299	-3712	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4321
content.bridge.d014c26e4a42b98c19b3a68f	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.bea70c8b55217f2d3a4c2703.anchor	46423	205792	-3616	50843	206598	-4000	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4510
content.bridge.8b1ab1f6ebb91cc585ff9682	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.26cdc2a0529f8dbd600d5562.anchor	46423	205792	-3616	50127	208268	-2704	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4548
content.bridge.57ff3c359cc089222418e2b7	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.5864c5a21d13b5080a6dea92.anchor	46423	205792	-3616	50035	208692	-3728	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4634
content.bridge.9eba1a5ceb000c5111ed8300	DEVILS_ISLE	DevilsIsle	generated.farm.788a7343bc908a787d613997.anchor	generated.farm.7fe0706d470228a627209868.anchor	44926	206189	-3712	46584	210594	-3592	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	4709
content.bridge.9752eb3204fb2aca68cf9238	DEVILS_ISLE	DevilsIsle	generated.farm.36d876c83cca0fb5e4428f1f.anchor	generated.farm.36715714c54c1ca62f741941.anchor	46423	205792	-3616	51413	205551	-4000	WALK_PASSAGE	data/teleporters/town/30080.xml	COMPONENT_BOUNDARY_BRIDGE	5011
