connector_id	family	source_family	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	entrance_semantic	entrance_owner	selection	straight_distance
content.bridge.a8bbded8345943a1221de0db	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfSacrifice	generated.farm.cdca5a39d03a31b8abcb2ca0.anchor	generated.farm.4a5c4a30c49c037c31cc4415.anchor	-41573	215826	-5080	-42530	216216	-5080	WALK_PASSAGE	dungeon/31095.xml	COMPONENT_BOUNDARY_BRIDGE	1034
content.bridge.49c155f764b5ff871d54158f	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.aed610a29344921720313019.anchor	generated.farm.30d33bf4c637d6c2112a24eb.anchor	-17801	15712	-4896	-17937	14633	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	1088
content.bridge.797429777ec3b294861ecbec	SSQ_CATACOMBS_NECROPOLIS	CatacombOfDarkOmens	generated.farm.fd374dd39de6508cbf9efba6.anchor	generated.farm.7dfc2c399528baa43266e8c6.anchor	-14484	18118	-4896	-13390	18124	-4896	WALK_PASSAGE	dungeon/31118.xml	COMPONENT_BOUNDARY_BRIDGE	1095
content.bridge.25498c89b3d588d7f0b52788	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.5a59986eb13c287230132917.anchor	generated.farm.db63466cbab9d2fdd5ade114.anchor	-18992	84352	-5168	-17898	84222	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	1102
content.bridge.a1464b547bd7d8c4264b9dc5	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfDevotion	generated.farm.f1f2986f0b88ff489e67d1b1.anchor	generated.farm.cc83473fdeb209c66182b291.anchor	-41614	84806	-4736	-42860	85093	-4736	WALK_PASSAGE	dungeon/31099.xml	COMPONENT_BOUNDARY_BRIDGE	1279
content.bridge.39d48473f4daab2f2988ac6c	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.8e1ca3afe95a535a3b94ef76.anchor	generated.farm.3befc0d846cd6c1108f82c3f.anchor	-15699	79090	-5168	-14540	78494	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	1304
content.bridge.a65f5194935ea9d2be34d8ac	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePilgrims	generated.farm.0dc9ac37cece3e233c64a886.anchor	generated.farm.9c4a68ea206f4977b1871da8.anchor	47611	119247	-5408	46406	120047	-5408	WALK_PASSAGE	dungeon/31096.xml	COMPONENT_BOUNDARY_BRIDGE	1447
content.bridge.1be8f7cbe391de84008a1518	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfThePatriots	generated.farm.3a1c061a9e55ce326ab3c6ca.anchor	generated.farm.ff981976a7c597d287a79418.anchor	-21070	79618	-5168	-20268	80830	-5168	WALK_PASSAGE	dungeon/31098.xml	COMPONENT_BOUNDARY_BRIDGE	1454
content.bridge.4c0bb407b1df4d88f9711a87	SSQ_CATACOMBS_NECROPOLIS	CatacombOfTheBranded	generated.farm.cda59e43da99c778f3fe7364.anchor	generated.farm.4babb777e37a9765fa10ea31.anchor	50865	172673	-4976	50065	171456	-4976	WALK_PASSAGE	dungeon/31115.xml	COMPONENT_BOUNDARY_BRIDGE	1457
content.bridge.004990a15aa0cfe136856ef8	SSQ_CATACOMBS_NECROPOLIS	NecropolisOfMartyrdom	generated.farm.2667a812e0761a158b3828cd.anchor	generated.farm.4ee3ec4e852d5a76105439f3.anchor	118957	135030	-4824	119774	136266	-4824	WALK_PASSAGE	dungeon/31100.xml	COMPONENT_BOUNDARY_BRIDGE	1482
