connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.60c06c4b3def8774cbba7683	46625	220505	-3584	0	48317	219987	-3584	0
content.bridge.24b6644179cb44dd72299caa	42715	211504	-3712	0	44231	212510	-3712	0
content.bridge.5f1ae47e4b1cced5a19ba28b	43274	212660	-3712	0	42161	214194	-3712	0
content.bridge.a32fc10f292919820895f6a8	45837	214210	-3752	0	47894	212506	-3344	0
content.bridge.27eaa34ce900352cab0877e3	46625	220505	-3584	0	48903	218874	-3584	0
content.bridge.52a9350b7e8c324c90977e00	45875	211773	-3640	0	47964	213774	-3424	0
content.bridge.218668f0e94fbdb8149d4652	45666	212569	-3752	0	45799	209611	-3592	0
content.bridge.933be6c39b3ddac8e2e26af2	45315	215591	-3904	0	48277	216069	-3584	0
content.bridge.0ef76ec055ae8c6ff2f81ca1	45837	214210	-3752	0	47437	211609	-3592	0
content.bridge.7c564b81b59bd8ab57558ae8	47276	209176	-3584	0	50127	208268	-2704	0
content.bridge.3ef4304938a216ed798e15ee	46584	210594	-3592	0	49816	210366	-2704	0
content.bridge.4fd952ef665625f8cde23ad6	50035	208692	-3728	0	49081	211948	-3344	0
content.bridge.2ae6d35b1f12ffe47e2c1829	45666	212569	-3752	0	49082	213336	-3424	0
content.bridge.a4d8d1b4e7db2805b7a1f667	45373	217816	-3952	0	48909	217325	-3584	0
content.bridge.8e439f5ef6f41d08fc5b6dee	47276	209176	-3584	0	50879	209960	-2704	0
content.bridge.7fed41f2bf4a21df565c938c	50083	210401	-3728	0	49082	214093	-3424	0
content.bridge.631cade8fec05040bb40272e	45666	212569	-3752	0	49086	214498	-3504	0
content.bridge.e6736a4d6d5e3a15c4e8a291	45875	211773	-3640	0	49849	211615	-3224	0
content.bridge.0db2a4f95e9e7ebefdd2cdf6	45282	216235	-3904	0	49468	215909	-3584	0
content.bridge.6c3d544663e126c40be8d025	46584	210594	-3592	0	50862	210942	-2904	0
content.bridge.8cbe117690e6f3385eeab13b	49528	207404	-3592	0	50882	211620	-3024	0
