connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.f428118330caec95ec1ca6b3	VALID_DIRECT	958	1	162	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.126a0f1adbe1a9b376911227	NO_PATH_WITHIN_BUFFER	0	0	138	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e43c374efd1c8d5f48bb27fc	NO_PATH_WITHIN_BUFFER	0	0	140	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1195dd0b4c903c460e5b611c	NO_PATH_WITHIN_BUFFER	0	0	160	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.da419c148de97619e871bfe4	NO_PATH_WITHIN_BUFFER	0	0	168	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.ffee468dbaf6a3ec63dc5ed0	NO_PATH_WITHIN_BUFFER	0	0	250	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2cf16adca344695913dc5f0b	NO_PATH_WITHIN_BUFFER	0	0	124	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.b51c31e0956548cd71170b39	NO_PATH_WITHIN_BUFFER	0	0	176	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.98fb9b0674a9581f45138fdd	NO_PATH_WITHIN_BUFFER	0	0	128	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4b27588aea9961fd0e83e6a3	NO_PATH_WITHIN_BUFFER	0	0	148	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f7e44cf50daa849572c45596	NO_PATH_WITHIN_BUFFER	0	0	170	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5b9cbe3c5f641c0f063c61da	NO_PATH_WITHIN_BUFFER	0	0	248	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a1e8f99e1d5e8e007bdedf15	VALID_PATH	1934	7	294	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5c05d4d49d769fe34cfce660	VALID_PATH	2109	35	278	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6b41e4cd3d4fc0c7036841b9	VALID_DIRECT	1859	1	278	500	0	0	[]	[]	STATIC_XML_CLEAR
