connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.05a6147f670da3c185394dc2	46423	205792	-3616	0	45728	207494	-3696	0
content.bridge.4e8cd7fb9ce1ec7a80ed76de	46423	205792	-3616	0	48241	206962	-3520	0
content.bridge.58359de1e16c654c25fcb9d3	46423	205792	-3616	0	48448	208626	-3552	0
content.bridge.2fc5a1b3db79700df9602bec	46423	205792	-3616	0	47276	209176	-3584	0
content.bridge.529d1e76c50e5e68689b64b4	46423	205792	-3616	0	49528	207404	-3592	0
content.bridge.bf7c4e1c6a75f1651b2b237e	44926	206189	-3712	0	45799	209611	-3592	0
content.bridge.09340ef69b4f542ba77d7fae	44926	206189	-3712	0	43593	210299	-3712	0
content.bridge.d014c26e4a42b98c19b3a68f	46423	205792	-3616	0	50843	206598	-4000	0
content.bridge.8b1ab1f6ebb91cc585ff9682	46423	205792	-3616	0	50127	208268	-2704	0
content.bridge.57ff3c359cc089222418e2b7	46423	205792	-3616	0	50035	208692	-3728	0
content.bridge.9eba1a5ceb000c5111ed8300	44926	206189	-3712	0	46584	210594	-3592	0
content.bridge.9752eb3204fb2aca68cf9238	46423	205792	-3616	0	51413	205551	-4000	0
content.bridge.0eddabe1b5b37228fa854511	44926	206189	-3712	0	42206	210434	-3712	0
content.bridge.bd220a049b05beef4e9a4ada	44926	206189	-3712	0	45875	211773	-3640	0
content.bridge.48688b7de7a0a794ece0109f	46423	205792	-3616	0	52149	205402	-3880	0
content.bridge.02060ba002734a5ee4a2669d	44926	206189	-3712	0	42715	211504	-3712	0
content.bridge.eabadd2436f77f44d84b22cc	46423	205792	-3616	0	49816	210366	-2704	0
content.bridge.0f9acb4ba51e0c6fff886585	46423	205792	-3616	0	50083	210401	-3728	0
content.bridge.cb1d8ab4533b255ff7482aa6	46423	205792	-3616	0	47437	211609	-3592	0
content.bridge.d0388525fb4591e2d8b92118	46423	205792	-3616	0	50879	209960	-2704	0
content.bridge.6e0098de9a7625fcd74ce7d4	44926	206189	-3712	0	44231	212510	-3712	0
content.bridge.cab27390fe35b3a8aebfb651	44926	206189	-3712	0	45666	212569	-3752	0
content.bridge.1704ef132cac163cf12b0d89	44926	206189	-3712	0	43274	212660	-3712	0
content.bridge.45b039508dc2efe9c2797067	46423	205792	-3616	0	52226	208922	-2464	0
content.bridge.952c499c67e1d5dcdb6da604	46423	205792	-3616	0	49081	211948	-3344	0
content.bridge.1cf36e76fa399601ff3758c7	46423	205792	-3616	0	51604	209960	-2608	0
content.bridge.890473a93226c4a1e070cc35	46423	205792	-3616	0	49849	211615	-3224	0
content.bridge.f9a1c5b583509d4d873a0453	46423	205792	-3616	0	50862	210942	-2904	0
content.bridge.6fb201db17f1bb1c975fa7b7	46423	205792	-3616	0	47894	212506	-3344	0
content.bridge.829cd4b98fe126a8350c4586	44926	206189	-3712	0	42152	212508	-3712	0
content.bridge.b9bd5d80b1bbaa0acc474309	44926	206189	-3712	0	45797	213402	-3752	0
content.bridge.b90ae114f3b4995a28264f90	46423	205792	-3616	0	50882	211620	-3024	0
content.bridge.14fc72e2258073fdc8b5a23b	46423	205792	-3616	0	53773	206732	-3720	0
content.bridge.7e610ff161df57e198ebca4d	44926	206189	-3712	0	43614	213590	-3712	0
content.bridge.7158f5d453a3f9f1bb792ea1	46423	205792	-3616	0	52593	209968	-2464	0
content.bridge.b7a61853717b0c3e2158393b	46423	205792	-3616	0	50260	212504	-3344	0
content.bridge.734e47abf80bdf1db2f66002	46423	205792	-3616	0	51929	211263	-3024	0
content.bridge.f6063bf3a69cf3dd1060f5bb	46423	205792	-3616	0	52220	210994	-2464	0
content.bridge.83e12604ff8c261de047ef2b	46423	205792	-3616	0	53604	208957	-2464	0
content.bridge.3d41d2ee9b674427e850e8e2	46423	205792	-3616	0	49082	213336	-3424	0
content.bridge.9b485544ebddb3ddd79d35cd	44926	206189	-3712	0	45837	214210	-3752	0
content.bridge.d0ec9b477a94882ab04050eb	46423	205792	-3616	0	47964	213774	-3424	0
content.bridge.1ac8d4a5bc63f84eb128d422	44926	206189	-3712	0	43156	214305	-3688	0
content.bridge.20fd72ed700df1d37c68f06c	44926	206189	-3712	0	42161	214194	-3712	0
content.bridge.271d6465aee8370f36c53883	46423	205792	-3616	0	51592	212516	-3344	0
content.bridge.48ef4687d9dae42be1bbcd55	46423	205792	-3616	0	53842	209964	-2464	0
content.bridge.572c150d2202743f086c6ccc	46423	205792	-3616	0	52379	212080	-3344	0
content.bridge.ab13588f9f1f9ad5752b9d44	46423	205792	-3616	0	53489	210757	-2456	0
content.bridge.1f1e7997dc4acfba1d2378d2	46423	205792	-3616	0	49082	214093	-3424	0
content.bridge.092618f20fabe558a0029379	46423	205792	-3616	0	50114	213785	-3364	0
content.bridge.31280df98ce87d345e54a9d0	44926	206189	-3712	0	43852	215115	-3904	0
content.bridge.958501ee0385a9d3d8d94ce1	46423	205792	-3616	0	49086	214498	-3504	0
content.bridge.52e7ad1a5d36643c5ab8c7a3	44926	206189	-3712	0	45315	215591	-3904	0
content.bridge.4e464e825c42f2717c418f19	46423	205792	-3616	0	55049	209949	-2464	0
content.bridge.0712c650a7b39045569974e6	46423	205792	-3616	0	55042	210544	-2464	0
content.bridge.e9e1946c50eedba935207c3c	44926	206189	-3712	0	46777	215933	-3752	0
content.bridge.c7889301aeb44c0d4ea9a7cb	44926	206189	-3712	0	45282	216235	-3904	0
content.bridge.a55135d7942dccd20df70743	44926	206189	-3712	0	43854	216418	-3904	0
content.bridge.df53d562bd29b7e5160a2f53	44926	206189	-3712	0	48277	216069	-3584	0
