connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.03239e35627bdaa9129c3e61	180488	-75315	-2728	0	177900	-75318	-2728	0
content.bridge.4455bb9990528325dfb531a7	180488	-75315	-2728	0	177962	-78188	-3376	0
content.bridge.0748453af4e532821c3b5590	180488	-75315	-2728	0	183670	-78108	-5960	0
content.bridge.5aaf32d34ed521d0bde1c62e	180488	-75315	-2728	0	175071	-75345	-2728	0
content.bridge.2616b60d8351065af7973582	180488	-75315	-2728	0	180820	-81018	-4672	0
content.bridge.ee9c58db51340fdaed7b289b	180488	-75315	-2728	0	175073	-78218	-2728	0
content.bridge.83c08f56354300bad79bcc73	180488	-75315	-2728	0	177960	-81043	-4024	0
content.bridge.bbaae4263eb9bc8135ca33b3	180488	-75315	-2728	0	183665	-80987	-5320	0
content.bridge.8e935b8c27ce753e407189f7	180488	-75315	-2728	0	186549	-78098	-6608	0
content.bridge.369bbb9d125fb16eed72cbf8	180488	-75315	-2728	0	175102	-81091	-3376	0
content.bridge.bdc46421202cebaf799002df	180488	-75315	-2728	0	180620	-82324	-6592	0
content.bridge.27914b02047d9e4839a7fbb1	180488	-75315	-2728	0	186556	-80988	-5960	0
content.bridge.e92dad4c100573b57cb8535d	180488	-75315	-2728	0	181064	-83400	-6592	0
content.bridge.d534943a0ca2e8df34c0ad50	180488	-75315	-2728	0	183679	-83872	-5960	0
content.bridge.a0a5d59be44c589e892394be	180488	-75315	-2728	0	189447	-78098	-7256	0
content.bridge.5f9c87032d76d978b5e97407	180488	-75315	-2728	0	186542	-83852	-5320	0
content.bridge.d5cd671117816a00a279bcbd	180488	-75315	-2728	0	189446	-80970	-6608	0
content.bridge.6984cfffbbc856dbe9065b37	180488	-75315	-2728	0	189438	-83846	-5960	0
