connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.49c1301000394eb4cbb61e38	90852	219521	-5432	0	90280	218357	-5432	0
content.bridge.72585252e39ee7fc8c1535f9	-45798	217231	-5080	0	-46172	215824	-5080	0
content.bridge.53383b755a31d006a197ebd1	151082	89952	-5424	0	149946	88866	-5424	0
content.bridge.44220cc508c09b2ab13605ad	-52843	-245666	-7904	0	-52221	-247256	-7904	0
content.bridge.9942112e1b10e1ecae15316c	121888	174015	-5432	0	120136	173976	-5432	0
content.bridge.1e4090c7d0bd33567888e45f	-8786	18120	-4896	0	-8750	16319	-4896	0
content.bridge.4624626c0a578d6407e4f578	-45798	217231	-5080	0	-47263	215822	-5080	0
content.bridge.1db0bf2d39964b6989dbaab0	-51873	212594	-5080	0	-51872	214743	-5080	0
content.bridge.2f4fb394a0873e7d07681ac7	-45798	217231	-5080	0	-47950	217267	-5080	0
content.bridge.f571e200b2afe05d7d5b59f0	-9394	21665	-4896	0	-8788	23814	-4896	0
content.bridge.df079746bdd74a2354589ed2	23297	-246264	-9576	0	23281	-248508	-9576	0
content.bridge.7034d9f04b6a1670ff91f8b7	92493	209518	-5432	0	93130	211674	-5432	0
content.bridge.5b3cd10eed4cbcc81a93062a	23297	-246264	-9576	0	23236	-243887	-9576	0
content.bridge.87b9ef646a7c2cc0f7b27c36	-43967	215820	-5080	0	-46173	214732	-5080	0
content.bridge.42ce856c3503f5f7fe85212f	52270	170302	-4976	0	50065	171456	-4976	0
content.bridge.83ae7fe4e170a55b9995ccab	-16787	81985	-5168	0	-17898	84222	-5168	0
content.bridge.639990465fee282c94c89f73	-16789	77380	-5168	0	-14540	78494	-5168	0
content.bridge.caad4e393a2b8cbcea86916d	-21391	83075	-5168	0	-20268	80830	-5168	0
content.bridge.559d5723b9745f553b70249c	-49981	212212	-5080	0	-49508	214730	-5080	0
content.bridge.46cfa95ca8d996f0ae826568	-47264	211216	-5080	0	-45540	213140	-5080	0
content.bridge.676122ba751f41a04354fc20	49188	120366	-5408	0	46406	120047	-5408	0
content.bridge.d2d41b27511af2369d3e8516	-15148	14944	-4896	0	-17937	14633	-4896	0
content.bridge.584380be964f4263f074454b	120089	133469	-4824	0	119774	136266	-4824	0
content.bridge.2f36b7ef1f2a409baf87f789	-47313	79103	-4736	0	-47280	81922	-4736	0
content.bridge.3234f787123de4dd4c4241f6	-49981	212212	-5080	0	-47230	212940	-5080	0
content.bridge.3d7bbd16addb873225da7b2a	-45798	217231	-5080	0	-47264	214734	-5080	0
content.bridge.203a43d3fba776d1ce00810c	-46218	89396	-4736	0	-43209	88762	-4736	0
content.bridge.c3db8382505fd4c92db21987	-45798	217231	-5080	0	-46172	220432	-5080	0
content.bridge.aef10e326ea41d29a00cee16	-51873	212594	-5080	0	-51868	215828	-5080	0
content.bridge.d7524fcc91377ff8199f6d2e	-45798	217231	-5080	0	-48772	218554	-5080	0
content.bridge.98a4d6f0ff9a742e12bb1b57	-9394	21665	-4896	0	-12668	21984	-4896	0
content.bridge.49904bc9b3ee0081438ca226	-45798	217231	-5080	0	-47270	220430	-5080	0
content.bridge.40b4a9ddd1f33ad9a0efebe5	-10028	19486	-4896	0	-10385	23160	-4896	0
content.bridge.18cbb68e685baac57c3ebd0e	-45798	217231	-5080	0	-49508	216144	-5080	0
content.bridge.0a88fb0cc6346501e7939610	-45512	87583	-4736	0	-41610	89400	-4736	0
content.bridge.eef435637d3461f90474ea02	-51873	212594	-5080	0	-50710	216939	-5080	0
content.bridge.b724e395d4f1171f0f977169	-9394	21665	-4896	0	-13387	23811	-4896	0
content.bridge.af4c3bcabb590369501051b9	-45798	217231	-5080	0	-50604	218034	-5080	0
content.bridge.08f820a6e9ecd2f3b9222316	-51873	212594	-5080	0	-51872	217541	-5080	0
content.bridge.95d609048cbc9e9bd4a1b1c3	114761	174758	-5432	0	111610	178614	-5432	0
content.bridge.934c610001e7a03a4aeb9f01	116224	174010	-5432	0	112238	177026	-5432	0
content.bridge.bb3211a3ed0b8dffcf6cdae2	-45798	217231	-5080	0	-50584	219780	-5080	0
content.bridge.0c94d998f9a461b669c6eb83	-45798	217231	-5080	0	-51870	220430	-5080	0
