connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.seed.retry.b3b5f11217cf7a852fb6d9b3	NO_PATH_WITHIN_BUFFER	0	0	442	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.c75a8855d8cf708a51be1fa8	NO_PATH_WITHIN_BUFFER	0	0	408	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.543d73f8d9fce464b08b4221	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	722	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.ffbc77ece13f8ffa719241e6	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	698	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.392b77ff6a62dffb2a4e540b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	840	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.351e568bca56d243589a2cae	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	698	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.964ca9f7ffeee6924c2a08cc	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	696	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.06c6f7a90cbaff0823ccd338	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	798	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.3f5d6b8ca5a96e81d01d15ba	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1056	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.69e33cb2c0643f9102949b96	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1164	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.ff0d1c4f50c01219f4aa1ed3	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1056	500	0	0	[]	[]	STATIC_XML_CLEAR
