connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.seed.retry.b3b5f11217cf7a852fb6d9b3	186699	-75915	-2826	0	183670	-78108	-5960	0
content.seed.retry.c75a8855d8cf708a51be1fa8	186699	-75915	-2826	0	189447	-78098	-7256	0
content.seed.retry.543d73f8d9fce464b08b4221	186699	-75915	-2826	0	181429	-78686	-2728	0
content.seed.retry.ffbc77ece13f8ffa719241e6	186699	-75915	-2826	0	186556	-80988	-5960	0
content.seed.retry.392b77ff6a62dffb2a4e540b	186699	-75915	-2826	0	180488	-75315	-2728	0
content.seed.retry.351e568bca56d243589a2cae	186699	-75915	-2826	0	183665	-80987	-5320	0
content.seed.retry.964ca9f7ffeee6924c2a08cc	186699	-75915	-2826	0	189446	-80970	-6608	0
content.seed.retry.06c6f7a90cbaff0823ccd338	186699	-75915	-2826	0	180820	-81018	-4672	0
content.seed.retry.3f5d6b8ca5a96e81d01d15ba	186699	-75915	-2826	0	186542	-83852	-5320	0
content.seed.retry.69e33cb2c0643f9102949b96	186699	-75915	-2826	0	177900	-75318	-2728	0
content.seed.retry.ff0d1c4f50c01219f4aa1ed3	186699	-75915	-2826	0	189438	-83846	-5960	0
