connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.b03eea9d53a5ec1a35c6c4c4	91349	218249	-5432	0	90852	219521	-5432	0
content.bridge.5f6f4aec2afb85dfda923062	148744	89655	-5424	0	149946	88866	-5424	0
content.bridge.c2a0b456156f6ad175c4fd08	-48634	-241366	-7904	0	-48245	-239970	-7904	0
content.bridge.38046f7a77faf13e75654e00	-17102	85440	-5168	0	-17898	84222	-5168	0
content.bridge.c2361634a3ac6db9f7caa09c	-13317	77693	-5168	0	-14540	78494	-5168	0
content.bridge.1487b28e043356fbb1f805f8	-42530	216216	-5080	0	-43967	215820	-5080	0
content.bridge.4d091a086db42406169a9210	-21387	81972	-5168	0	-20268	80830	-5168	0
content.bridge.0f0091119b9de51330aa939a	51180	170302	-4976	0	50065	171456	-4976	0
content.bridge.f5b861f728ede97f68026129	45252	118928	-5408	0	46406	120047	-5408	0
content.bridge.fabd4cb20fb44527cf9d9152	118631	137403	-4824	0	119774	136266	-4824	0
content.bridge.92264faa798e6df2470ccb05	-11032	18109	-4896	0	-10028	19486	-4896	0
content.bridge.bd7c7448751f4a4ca319f8e9	-50738	-243080	-7904	0	-52457	-242696	-7904	0
content.bridge.3671d728523c0e971408e13f	-42224	87267	-4736	0	-43209	88762	-4736	0
content.bridge.d3a7c454ea6e1fd7ffab1e84	90549	215591	-5432	0	89476	217152	-5432	0
content.bridge.add11698cc5ba2912cca4cf7	-11495	15586	-4896	0	-13390	15957	-4896	0
content.bridge.3d4d50502ab7725173bbffbb	89136	213827	-5432	0	89880	212008	-5432	0
content.bridge.40aee1bcc30a2acb5af1ad1e	-48634	-241366	-7904	0	-47156	-239971	-7904	0
content.bridge.02e4c805b4506640719a4c75	-49296	210128	-5080	0	-49981	212212	-5080	0
content.bridge.f306be5229b11ac41315f68d	-42224	87267	-4736	0	-41610	89400	-4736	0
content.bridge.2a4d14ad3edd4b46d817bf42	121910	176240	-5432	0	121888	174015	-5432	0
content.bridge.f952750c24d3c4b439e37aba	93743	213820	-5432	0	93130	211674	-5432	0
content.bridge.bbe0cb31f26d7315274aa90a	-11032	18109	-4896	0	-8786	18120	-4896	0
content.bridge.98cd4cc9bb7df5c85ca211b1	-48634	-241366	-7904	0	-50434	-239963	-7904	0
content.bridge.a948d3f2eb08c23ff7bbb044	-45837	80067	-4736	0	-47280	81922	-4736	0
content.bridge.d6b618ec12cc312ea2bd9da4	91846	216454	-5432	0	90280	218357	-5432	0
content.bridge.ae3edbf8bc83261d86915c72	-11032	18109	-4896	0	-8785	19209	-4896	0
content.bridge.97ba9df4233d241fb049dfdc	-15999	16216	-4896	0	-17937	14633	-4896	0
content.bridge.d52ddcb4b9d0e3f9f20c3023	21147	-243934	-9576	0	18640	-243874	-9576	0
content.bridge.7595012c9903c018aace9ee8	91349	218249	-5432	0	89149	219520	-5432	0
content.bridge.c99ba7adb01e60cbe9d24d3a	-44354	210856	-5080	0	-45540	213140	-5080	0
content.bridge.8fe3aad76ae1cc7548bed9f2	-49296	210128	-5080	0	-51879	210131	-5080	0
content.bridge.ad671590137bdd840ce16b3e	-50738	-243080	-7904	0	-52855	-244575	-7904	0
content.bridge.41f1a46483769d2f52f0b2c2	20722	-245754	-9576	0	23297	-246264	-9576	0
content.bridge.6987fdf541d8c1cf9ce51770	-43682	218906	-5080	0	-45798	217231	-5080	0
content.bridge.04fcefef927b445710ddd0a0	52936	179168	-4976	0	55727	179484	-4976	0
content.bridge.aa4c6c03c5eee60e4c19b8ce	-8786	13505	-4896	0	-8750	16319	-4896	0
content.bridge.3727a38ddb5e71e6e7255ec1	-47274	210124	-5080	0	-47230	212940	-5080	0
content.bridge.7b4d701b69e3f680dbc3e6bc	18644	-246482	-9576	0	17568	-243851	-9576	0
content.bridge.1ff7f936a8d1eb2cd3f9d947	-44623	-242698	-7904	0	-45359	-239935	-7904	0
content.bridge.92e2d3e283f4b5b62bc2b912	89866	210670	-5432	0	92493	209518	-5432	0
content.bridge.f3046b6f330ab578174fe63b	121910	176240	-5432	0	120136	173976	-5432	0
content.bridge.0183a940e53752b993c116e9	20722	-245754	-9576	0	21477	-248530	-9576	0
content.bridge.564b897ec5f13c5d06e30581	-13399	19199	-4896	0	-12668	21984	-4896	0
content.bridge.00208ec7d229dad5b720c195	-43682	218906	-5080	0	-46172	220432	-5080	0
content.bridge.65ab4c5a955075ed8c69e701	-50738	-243080	-7904	0	-51880	-240364	-7904	0
content.bridge.b00b9496a87e9a4b2d9f8ce0	12944	-243867	-9576	0	15956	-244509	-9576	0
content.bridge.a585963f6da997c92f11c2be	20722	-245754	-9576	0	23236	-243887	-9576	0
content.bridge.0b66a32b52fcafb7b6f2f87b	-12660	20642	-4896	0	-13387	23811	-4896	0
content.bridge.26884632153ac472ef7b2f90	-42224	87267	-4736	0	-45512	87583	-4736	0
content.bridge.46e1fe8eb4a7a22231eabb4b	-50738	-243080	-7904	0	-52843	-245666	-7904	0
content.bridge.d4c1dfb91408b6bcf23b68d0	-12660	20642	-4896	0	-10385	23160	-4896	0
content.bridge.21b2a288ee6b8b83f97f1d42	-12660	20642	-4896	0	-9394	21665	-4896	0
content.bridge.3854ee34d1e323ab30f28dcf	-47264	211216	-5080	0	-47264	214734	-5080	0
content.bridge.3e7086454a9219e5e5ca9db6	-49296	210128	-5080	0	-51873	212594	-5080	0
content.bridge.bd29c1688610babbfa3b9ab8	-42530	216216	-5080	0	-46172	215824	-5080	0
content.bridge.996ef0e8d9f8adbb36048f74	-47264	211216	-5080	0	-46173	214732	-5080	0
content.bridge.980fd9843f1fcfc2eb7158c8	20722	-245754	-9576	0	23281	-248508	-9576	0
content.bridge.4e17d682cf7b27516750237e	-50738	-243080	-7904	0	-52851	-239970	-7904	0
content.bridge.9b981a10122ac80a24173359	-43682	218906	-5080	0	-47270	220430	-5080	0
content.bridge.f017c9ec71f3a83d314c92f8	89866	210670	-5432	0	93740	209221	-5432	0
content.bridge.7febb14231625673ff5b24e2	-47264	211216	-5080	0	-49508	214730	-5080	0
content.bridge.604ec6d9a29f0fd9288adf3d	116219	178603	-5432	0	112238	177026	-5432	0
content.bridge.a6ddcf9d7a550979affc5cec	-48239	-245668	-7904	0	-52221	-247256	-7904	0
content.bridge.e5ba44bc26802e1e09a1c531	-42224	87267	-4736	0	-46218	89396	-4736	0
content.bridge.56996f35613b2b32ec554d9c	-43682	218906	-5080	0	-47950	217267	-5080	0
content.bridge.bda6446b0f9dea4b444d9a3b	-47264	211216	-5080	0	-47263	215822	-5080	0
content.bridge.582c5e52c878692ed4da54d0	116219	178603	-5432	0	111610	178614	-5432	0
content.bridge.85bf6911810d83bf480294d6	-12660	20642	-4896	0	-8788	23814	-4896	0
content.bridge.b1aa5f3cabb7311da581bc65	-43682	218906	-5080	0	-48772	218554	-5080	0
content.bridge.07c7e469277fc18338c85a15	-49296	210128	-5080	0	-51872	214743	-5080	0
content.bridge.7154347470cdf36c7b6447c7	-47264	211216	-5080	0	-49508	216144	-5080	0
content.bridge.97881c0f30f56d243902bf75	-49296	210128	-5080	0	-51868	215828	-5080	0
content.bridge.9c256bfca7793ef5015326f1	-47264	211216	-5080	0	-50710	216939	-5080	0
content.bridge.8fca4352991900ffca0d3907	-43682	218906	-5080	0	-50584	219780	-5080	0
content.bridge.c6c59514b3b6767c4ae48754	-43682	218906	-5080	0	-50604	218034	-5080	0
content.bridge.6598ae692cfa528d8df85e1c	-47264	211216	-5080	0	-51872	217541	-5080	0
content.bridge.5dfc024ccae9dce1c2e4fb1a	-43682	218906	-5080	0	-51870	220430	-5080	0
