connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.23bb1cc35c731ff69ab3c741	177962	-78188	-3376	0	177960	-81043	-4024	0
content.bridge.7c51a12bd7c668e097eceea8	175073	-78218	-2728	0	175102	-81091	-3376	0
content.bridge.f4ff95037b933d4babb3873a	177962	-78188	-3376	0	180820	-81018	-4672	0
content.bridge.0c1050f2159d3af07b4bf7b0	177962	-78188	-3376	0	180620	-82324	-6592	0
content.bridge.6505c6175c7175dee84e4b2f	177962	-78188	-3376	0	183670	-78108	-5960	0
content.bridge.01bc922a8490d293d1311583	177962	-78188	-3376	0	183665	-80987	-5320	0
content.bridge.cc4f335873a7f09abd66a312	177962	-78188	-3376	0	181064	-83400	-6592	0
content.bridge.c98921bf4bd1dc9ad4ee27db	177962	-78188	-3376	0	183679	-83872	-5960	0
content.bridge.dac37d4cec3b9be2ed027f9d	177962	-78188	-3376	0	186549	-78098	-6608	0
content.bridge.65779fa159cc60f6e293a4f9	177962	-78188	-3376	0	186556	-80988	-5960	0
content.bridge.e8e412e38f55942c83f83918	177962	-78188	-3376	0	186542	-83852	-5320	0
content.bridge.fc5a2e36afa03d7eeb605f14	177962	-78188	-3376	0	189447	-78098	-7256	0
content.bridge.b18c24db16724faac10a402c	177962	-78188	-3376	0	189446	-80970	-6608	0
content.bridge.91f358047a8491505622c489	177962	-78188	-3376	0	189438	-83846	-5960	0
