connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.915b784fbfb89af39087774d	-50604	218034	-5080	0	-51872	217541	-5080	0
content.bridge.0ab69f8339f31b52e061f7ca	-49508	214730	-5080	0	-49508	216144	-5080	0
content.bridge.71504f32f73159ffaa654f6a	89476	217152	-5432	0	90280	218357	-5432	0
content.bridge.df12d3d15e23de9d6917bfe0	-49508	214730	-5080	0	-51872	214743	-5080	0
content.bridge.d68a421024a02210f0aaa20c	-49508	214730	-5080	0	-50710	216939	-5080	0
content.bridge.b4a2f8ba4adde55b0d22b2f1	-12588	80092	-5168	0	-14540	78494	-5168	0
content.bridge.4e774014e607692e5b4e117f	-19505	86172	-5168	0	-17898	84222	-5168	0
content.bridge.147f656197e7c4bb3eb3421c	52262	172711	-4976	0	50065	171456	-4976	0
content.bridge.741e939570c38464058ab22f	-50604	218034	-5080	0	-51868	215828	-5080	0
content.bridge.fc6c6d1444c33b39337871ea	-12668	21984	-4896	0	-10385	23160	-4896	0
content.bridge.c44e4b6dec82a5a817e6a3ca	-19951	78058	-5168	0	-20268	80830	-5168	0
content.bridge.1009ee0dccf476eab6f7f706	147142	88562	-5424	0	149946	88866	-5424	0
content.bridge.568356894d025159d838c548	-44823	83332	-4736	0	-47280	81922	-4736	0
content.bridge.c9c7007482a17fe913b7c92c	-11495	15586	-4896	0	-8750	16319	-4896	0
content.bridge.a28587a1998a9d443a6dc277	119383	176755	-5432	0	120136	173976	-5432	0
content.bridge.a3eb7f671e15299bef81a9e6	-12668	21984	-4896	0	-8788	23814	-4896	0
content.bridge.9c385cd221464fcf507c3e28	117304	176038	-5432	0	112238	177026	-5432	0
content.bridge.d6f9217ef8e4a1119e81efcf	117295	178619	-5432	0	111610	178614	-5432	0
