connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.915b784fbfb89af39087774d	VALID_PATH	4774	25	222	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0ab69f8339f31b52e061f7ca	NO_PATH_WITHIN_BUFFER	0	0	242	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.71504f32f73159ffaa654f6a	NO_PATH_WITHIN_BUFFER	0	0	214	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.df12d3d15e23de9d6917bfe0	VALID_DIRECT	2365	1	358	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d68a421024a02210f0aaa20c	NO_PATH_WITHIN_BUFFER	0	0	340	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.b4a2f8ba4adde55b0d22b2f1	NO_PATH_WITHIN_BUFFER	0	0	308	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4e774014e607692e5b4e117f	NO_PATH_WITHIN_BUFFER	0	0	308	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.147f656197e7c4bb3eb3421c	NO_PATH_WITHIN_BUFFER	0	0	338	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.741e939570c38464058ab22f	VALID_PATH	6483	25	340	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.fc6c6d1444c33b39337871ea	NO_PATH_WITHIN_BUFFER	0	0	348	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c44e4b6dec82a5a817e6a3ca	VALID_PATH	3036	11	410	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1009ee0dccf476eab6f7f706	VALID_PATH	3043	11	414	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.568356894d025159d838c548	NO_PATH_WITHIN_BUFFER	0	0	370	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c9c7007482a17fe913b7c92c	VALID_PATH	3343	9	408	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a28587a1998a9d443a6dc277	VALID_PATH	3369	8	412	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a3eb7f671e15299bef81a9e6	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	548	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.9c385cd221464fcf507c3e28	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	698	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d6f9217ef8e4a1119e81efcf	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	774	500	0	0	[]	[]	STATIC_XML_CLEAR
