connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.b09ab76ceabd12dfe5f34f8f	113477	16850	928	0	113499	17170	1944	0
content.bridge.4675577cdb9075e4c50ad454	114648	13646	5984	0	114880	14272	6992	0
content.bridge.a78ddeed85c4e63adb2f07d1	114652	18498	5984	0	114402	17854	6992	0
content.bridge.fba6991f60438b4a99eaae5d	114652	18498	5984	0	114402	17854	6992	0
content.bridge.c6b56fc0ed1b71bc8afa726c	113477	16850	928	0	113369	16068	1944	0
content.bridge.da078aeeddf9975bb89fe8bd	112930	17774	5984	0	113525	17182	6992	0
content.bridge.e264a920c7242e3b5711e9e5	112930	17774	5984	0	113536	17155	4976	0
content.bridge.cea4ca5168d1c1b8b249152d	114665	16494	928	0	114658	17376	1944	0
content.bridge.3fd031df70467f6c2ad35c41	115569	13828	5984	0	115525	14771	4976	0
content.bridge.c1e08bdeee50e7073fae98e2	114665	16494	928	0	115926	15866	928	0
content.bridge.b17f2d691310742ad7471b1e	114652	18498	5984	0	114630	17463	4976	0
content.bridge.7a92b0a0ed870212a3b4bf1c	112222	16061	5984	0	113273	16063	4976	0
content.bridge.9cfe2e02cffb6fb561de10a3	115568	13868	928	0	115803	14964	1944	0
content.bridge.7e590947ba6753b5c3f7cb4c	115569	13828	5984	0	115755	14949	6992	0
content.bridge.1916d5b922200a3b27d8e2fb	112222	16061	5984	0	113379	16122	4976	0
content.bridge.95f74894394fd1b39bee55ba	114647	16068	-2120	0	114563	16496	-640	0
content.bridge.adf8e42c3bc09be778c7f685	115958	14775	-2120	0	116180	15225	-640	0
content.bridge.cdfcc928abc03f2282e18f01	114647	16068	-2120	0	114724	15551	-640	0
content.bridge.49e26beccdc0ae3926c21b8c	115975	17355	-2120	0	115497	17591	-640	0
content.bridge.e4075edc75a0dd96001a63a3	115958	14775	-2120	0	115430	14533	-640	0
content.bridge.3ab52e6046940bc5a17f7d7e	113477	16850	928	0	113111	16856	-640	0
content.bridge.26d4d1dfd42ed6ab935849eb	115975	17355	-2120	0	116405	16862	-640	0
content.bridge.cba70c9fc9d52040b86bbec9	113737	13878	928	0	114677	14743	1944	0
content.bridge.a421341d36f6e0cb5607a907	113717	18309	5984	0	114357	17162	4976	0
content.bridge.4791e6b72903c70dbc0fee51	113737	13878	928	0	113827	14502	-640	0
content.bridge.b7b22bab84fa2fb4dc22ce40	113725	18327	928	0	113892	17589	-640	0
content.bridge.e560af05db803ed8e29ca2a7	113477	16850	928	0	114658	16066	1944	0
content.bridge.7e8f1eff862f51e600c26b23	114648	13646	5984	0	113760	14804	4976	0
content.bridge.57f3a606a4f7771483d16605	112948	14381	928	0	112839	15207	-640	0
content.bridge.b0154ec8df7946b9f8102579	113725	18327	928	0	115563	18325	928	0
content.bridge.a1db2503d736de3531df301c	114652	18498	5984	0	115584	17252	4976	0
content.bridge.71849a98cd59aed1d642521e	114648	13646	5984	0	114684	15216	4976	0
content.bridge.7f6f6bda49d557a150ca56cc	113477	16850	928	0	112654	16058	-640	0
content.bridge.da8f3ee29602934ab75231e6	114648	13646	5984	0	113719	15114	6992	0
content.bridge.8e96ea6aaf44447350906dcf	114648	13646	5984	0	113719	15114	6992	0
content.bridge.0c4ef37f20aa0e6388288ef4	116364	14361	5984	0	116017	16068	4976	0
content.bridge.7430bcd018ec325e6f443508	116360	17765	5984	0	115981	16054	4976	0
content.bridge.8238c4b870d5f8f1c2076742	115958	14775	-2120	0	116631	16046	-640	0
content.bridge.0efcd0e8bb7dc1bd1bc231e1	113477	16850	928	0	113025	16454	2952	0
content.bridge.15ee322599c76c79b34e5409	114665	16494	928	0	114360	16095	2992	0
content.bridge.9e868aa4c70e56864635212d	114665	16494	928	0	114360	16095	2992	0
content.bridge.8348b2592d8813220e78f289	114665	16494	928	0	116362	17808	928	0
content.bridge.2a18b705aa2b22af97d604a9	115569	13828	5984	0	115262	14564	3960	0
content.bridge.d046ff21fa985510f506f31c	113737	13878	928	0	114244	14614	2952	0
