connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.1e035044798e8bbeee1fc3a7	43854	216418	-3904	0	43852	215115	-3904	0
content.bridge.7b4c17793f3da32f841ed7ff	43593	210299	-3712	0	42206	210434	-3712	0
content.bridge.173f0eaf3409a13c89df093a	43593	210299	-3712	0	42715	211504	-3712	0
content.bridge.6c9504d9dfec6b7bc797b798	46777	215933	-3752	0	48277	216069	-3584	0
content.bridge.5b1dbd1e1ce16c3c9e6df625	45373	217816	-3952	0	43856	217725	-3904	0
content.bridge.7fb9108f5dc5af951f50afe6	45875	211773	-3640	0	44231	212510	-3712	0
content.bridge.1fec8a66c1a0ba2c7e159aa7	45373	217816	-3952	0	43611	218592	-3824	0
content.bridge.f5870c0c1fa4e4c5166f9d46	45666	212569	-3752	0	47437	211609	-3592	0
content.bridge.a689687ef626cb04783bae45	45875	211773	-3640	0	45799	209611	-3592	0
content.bridge.07e05a5014295425a74561a4	46743	217545	-3752	0	48909	217325	-3584	0
content.bridge.af1e6ab3765a90cf26b926af	45797	213402	-3752	0	47964	213774	-3424	0
content.bridge.0c5647b4bbfab8d1a6639288	50843	206598	-4000	0	50127	208268	-2704	0
content.bridge.2ca9460b82acdeb13a27bb68	43854	216418	-3904	0	43156	214305	-3688	0
content.bridge.f51f022d06ec033187126592	45666	212569	-3752	0	47894	212506	-3344	0
content.bridge.42c54d39e63e53d3d1241cb4	45666	212569	-3752	0	43614	213590	-3712	0
content.bridge.9245223ebcf525d22d2880b5	45373	217816	-3952	0	43360	219055	-3904	0
content.bridge.4cbd49da987b48d14595ee87	48448	208626	-3552	0	49816	210366	-2704	0
content.bridge.15385eca4c1a2940c33db87d	43593	210299	-3712	0	43274	212660	-3712	0
content.bridge.da1960a7eaa663c4b9961c80	46743	217545	-3752	0	48903	218874	-3584	0
content.bridge.5ce1bfa0ac012d6e8aacc36f	43593	210299	-3712	0	42152	212508	-3712	0
content.bridge.1a4ebf24ed852000b4c197f0	45373	217816	-3952	0	45055	220422	-3584	0
content.bridge.17554041fbdb0d97e52d7628	46777	215933	-3752	0	49468	215909	-3584	0
content.bridge.0a6e6274f4bb46ae153bc9fc	46777	215933	-3752	0	49086	214498	-3504	0
content.bridge.9005bee860fa1a3bc2eb91b6	43854	216418	-3904	0	42161	214194	-3712	0
content.bridge.1b6b188353dc9287ea05de6e	46584	210594	-3592	0	49081	211948	-3344	0
content.bridge.acfa40653eb63a8af183c884	48448	208626	-3552	0	50879	209960	-2704	0
content.bridge.f419af09b9fd1988f6f6ff95	46743	217545	-3752	0	48317	219987	-3584	0
content.bridge.49e197ddb78483c3c7821e85	46743	217545	-3752	0	46625	220505	-3584	0
content.bridge.c7bde3ca4b8d8d45be9edf05	46777	215933	-3752	0	49082	214093	-3424	0
content.bridge.cfbfd57acd2468685a387805	50843	206598	-4000	0	52226	208922	-2464	0
content.bridge.78e9a83231a2fec904a51780	45797	213402	-3752	0	49082	213336	-3424	0
content.bridge.3a96ed2b64b05823157ce7c7	48448	208626	-3552	0	49849	211615	-3224	0
content.bridge.18c031c0978ba1543b4117f8	48448	208626	-3552	0	50862	210942	-2904	0
content.bridge.4ffa36fefefe97584edacf61	49528	207404	-3592	0	51604	209960	-2608	0
content.bridge.f402b19f6ed5490eafc0bf14	48241	206962	-3520	0	51413	205551	-4000	0
content.bridge.554307c1871ef620e2c30ecc	46743	217545	-3752	0	48233	220896	-3584	0
content.bridge.03860c034f159cb58a2f9153	46743	217545	-3752	0	49441	220257	-3584	0
content.bridge.52ee80e6dee549b7edc81206	48448	208626	-3552	0	50882	211620	-3024	0
content.bridge.92b5dd1d7724ad1acdfceab0	50035	208692	-3728	0	52149	205402	-3880	0
content.bridge.2f1fc526ec2effff91e3a54a	46777	215933	-3752	0	50114	213785	-3364	0
content.bridge.cfe2f33a90bdc1e4e8d78054	50083	210401	-3728	0	53604	208957	-2464	0
content.bridge.80cd71ed91f517f6b8458d07	50843	206598	-4000	0	52593	209968	-2464	0
content.bridge.558fc1a7b183a59cadaf1ce3	46584	210594	-3592	0	50260	212504	-3344	0
content.bridge.68e48f8bdd92fabafbdace02	49528	207404	-3592	0	53773	206732	-3720	0
content.bridge.42f128ba43c7616df3336fa0	48448	208626	-3552	0	51929	211263	-3024	0
content.bridge.d912a5ae3990e20a02531001	46777	215933	-3752	0	51281	215080	-3744	0
content.bridge.c6a13a9b08a529c719094423	48448	208626	-3552	0	52220	210994	-2464	0
content.bridge.847c44d564e7b7d37c944606	50843	206598	-4000	0	53842	209964	-2464	0
content.bridge.e1e423842213a3d098cf535e	48448	208626	-3552	0	51592	212516	-3344	0
content.bridge.10eba7879847345da81cddd4	46777	215933	-3752	0	51773	214789	-4004	0
content.bridge.0a1c6850a2e2bd25d5986a6c	50843	206598	-4000	0	53489	210757	-2456	0
content.bridge.280e7e1acffddb26f4c85aa5	48448	208626	-3552	0	52379	212080	-3344	0
content.bridge.85ff4099e944f58982cb16ef	46743	217545	-3752	0	52220	217250	-3336	0
content.bridge.f98d26465afeecaee196c723	46777	215933	-3752	0	52214	215156	-3336	0
content.bridge.98898af89a59a28bf0ac8d90	50843	206598	-4000	0	55049	209949	-2464	0
content.bridge.0bf3f2642587e2f5fe852105	46777	215933	-3752	0	52518	214410	-4216	0
content.bridge.79bbb705caf4057a54903d23	50843	206598	-4000	0	55042	210544	-2464	0
content.bridge.8ddc63dbbd7a6ade14efd38f	46777	215933	-3752	0	53438	215871	-4056	0
content.bridge.a6bdc01fd0def9fd6607d8a4	50843	206598	-4000	0	55005	211856	-3880	0
content.bridge.489694af24454b77b746c1a5	50843	206598	-4000	0	54982	211998	-3880	0
content.bridge.5af5b4b06d68638e24e77b0f	46777	215933	-3752	0	55101	216166	-4056	0
content.bridge.07ba9eb901553538c0cc10aa	46777	215933	-3752	0	55166	215094	-4216	0
content.bridge.c3bec80d444455273ff4e24d	50843	206598	-4000	0	55163	213986	-4216	0
