connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.f7d5c06c0882f073e82e046e	180820	-81018	-4672	0	183665	-80987	-5320	0
content.bridge.60b921d860dda4c11720f82f	180820	-81018	-4672	0	181064	-83400	-6592	0
content.bridge.565d978e0bbe075cd021ad2c	177960	-81043	-4024	0	180620	-82324	-6592	0
content.bridge.3a52ee5e7e3006e2a9df6de9	180820	-81018	-4672	0	183679	-83872	-5960	0
content.bridge.1f4198340d0868ddd9522301	180820	-81018	-4672	0	183670	-78108	-5960	0
content.bridge.db7538aeba8ac1d15fb8d2f9	180820	-81018	-4672	0	186556	-80988	-5960	0
content.bridge.f4a2f6403c057ea646112437	180820	-81018	-4672	0	186542	-83852	-5320	0
content.bridge.c66b46b8eec9c6ac27e25ecf	180820	-81018	-4672	0	186549	-78098	-6608	0
content.bridge.9e43c81aaed98c63734549fb	180820	-81018	-4672	0	189446	-80970	-6608	0
content.bridge.5a612b06311577f661a9cf68	180820	-81018	-4672	0	189438	-83846	-5960	0
content.bridge.338a571e880d2f14c01ad64f	180820	-81018	-4672	0	189447	-78098	-7256	0
