connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.3e3072a7360349bd73f3da37	145396	81930	-5424	0	146471	82086	-5424	0
content.bridge.2c14e6727082ffda9a9d0c62	-41862	213494	-5080	0	-41574	214736	-5080	0
content.bridge.0f9708c65ac2a409c6725598	-48536	-246909	-7904	0	-48239	-245668	-7904	0
content.bridge.4d87b3ee78673f5dc85a7536	120363	137400	-4824	0	119774	136266	-4824	0
content.bridge.735b096f1cab11fb4b9c64a6	16323	-248197	-9576	0	17584	-248473	-9576	0
content.bridge.06721dbbd8e3a75a7b4e06f0	56880	178882	-4976	0	55727	179484	-4976	0
content.bridge.3e4fc451ddbbaea31711ac1b	-19668	81987	-5168	0	-20268	80830	-5168	0
content.bridge.227ada2738d24b6779738172	49459	170302	-4976	0	50065	171456	-4976	0
content.bridge.6f7547309a5de241b4b975d7	45245	120646	-5408	0	46406	120047	-5408	0
content.bridge.5519ca306e586f1c0a5e5e67	-14416	79585	-5168	0	-15699	79090	-5168	0
content.bridge.11e4e2737e1a7dc1e342844d	-16733	13822	-4896	0	-17937	14633	-4896	0
content.bridge.3ba4ff294cf527529fc7a468	-16788	83077	-5168	0	-17898	84222	-5168	0
content.bridge.3eadbaade99c6df78b404ae3	-15688	77377	-5168	0	-14540	78494	-5168	0
content.bridge.34cf7c9b869076870d60e15c	-16788	83077	-5168	0	-18494	83069	-5168	0
content.bridge.a07a9ec79b49ab250091c4dd	-20732	84351	-5168	0	-18992	84352	-5168	0
content.bridge.2a312b0ca29073c0dc0e1fa1	-17812	17492	-4896	0	-17801	15712	-4896	0
content.bridge.c90a27e0fbb9db5505eb3b85	-47310	83708	-4736	0	-47280	81922	-4736	0
content.bridge.2704446eade2fbc9150f8fce	-48536	-246909	-7904	0	-47150	-245660	-7904	0
content.bridge.17389af7f1ff930d5845f495	-11758	78820	-5168	0	-13317	77693	-5168	0
content.bridge.07c3a8c8f87e25d51bf00477	115920	177382	-5432	0	117304	176038	-5432	0
content.bridge.75721b862af2b37fa843f7fc	-16733	13822	-4896	0	-15148	14944	-4896	0
content.bridge.939e60773d8bf88695391fbb	145396	81930	-5424	0	146860	80638	-5424	0
content.bridge.000e0e053699ac2224581447	85896	213808	-5432	0	88048	213835	-5432	0
content.bridge.ba1ee72012a7db4f122f60e8	-20732	84351	-5168	0	-19505	86172	-5168	0
content.bridge.90f61dc37efc1858837055bc	-17812	17492	-4896	0	-15999	16216	-4896	0
content.bridge.113873f33dba6faee0a0d411	113749	178014	-5432	0	111610	178614	-5432	0
content.bridge.2fed8626ff48cc7ea3372b05	-50709	-246291	-7904	0	-52843	-245666	-7904	0
content.bridge.c253bb472a8df67e70bed98f	140750	85366	-5424	0	142984	85374	-5424	0
content.bridge.346081485fb6013a4e58ae79	53188	113239	-5408	0	50943	113236	-5408	0
content.bridge.14574d5b237bab3307453aae	145396	81930	-5424	0	145408	79684	-5424	0
content.bridge.a1d25b6c7f0054393b2d45d2	-41862	213494	-5080	0	-44032	214125	-5080	0
content.bridge.f29f178a64bdad842b5a8b61	16323	-248197	-9576	0	16939	-246011	-9576	0
content.bridge.1f060ffa9e8e214290a3d07b	-16733	13822	-4896	0	-14480	13500	-4896	0
content.bridge.359cea98b1d9a2920fcf694c	145396	81930	-5424	0	145400	84258	-5424	0
content.bridge.8e57a2e171f18e263001c6ee	16323	-248197	-9576	0	18637	-248486	-9576	0
content.bridge.64caea1d99b47ce0bb7dad91	-41862	213494	-5080	0	-41573	215826	-5080	0
content.bridge.e24975a7ae39df3d341b2f4d	-48536	-246909	-7904	0	-48242	-244576	-7904	0
content.bridge.376c97110cbff4a2d3c70aba	53188	113239	-5408	0	55558	113231	-5408	0
content.bridge.0e34b98744bdc76a8a3d4dd6	-49546	83711	-4736	0	-51918	83708	-4736	0
content.bridge.904f9092498d51ae8c3fd8c0	-16788	83077	-5168	0	-17102	85440	-5168	0
content.bridge.8431028dad7af19d9d64ecc1	117657	180692	-5432	0	120007	180084	-5432	0
content.bridge.19dd5a5048c8e9231bc8185e	117295	178619	-5432	0	119780	178642	-5432	0
content.bridge.a30f2d4661cdb06ee26c8679	145396	81930	-5424	0	146478	79678	-5424	0
content.bridge.2617394f3418cbd5f81b3097	145396	81930	-5424	0	146483	84282	-5424	0
content.bridge.4694b2fde5e3e6baf647bea7	85511	211965	-5432	0	88051	211452	-5432	0
content.bridge.6fdf4cdfa97735c9351d692f	-44823	83332	-4736	0	-42860	85093	-4736	0
content.bridge.718a86d3066cf6886eb3b2c6	-48536	-246909	-7904	0	-46760	-248865	-7904	0
content.bridge.ea57619f029b8f8290e752b5	141168	86796	-5424	0	143256	88482	-5424	0
content.bridge.18474f4f6643b9f483b49d21	-48536	-246909	-7904	0	-47154	-244576	-7904	0
content.bridge.d5aa6ac7a81217e1039327b4	118710	183951	-5432	0	120398	181821	-5432	0
content.bridge.57256ff312ff300a3cc561e6	180478	-10428	-4896	0	182609	-8714	-4896	0
content.bridge.0637d2f997bc02cc051bc31d	-50709	-246291	-7904	0	-52855	-244575	-7904	0
content.bridge.277f2134a58d40c9be7bf662	117295	178619	-5432	0	119383	176755	-5432	0
content.bridge.cceade8dd68e354b02f5c024	-41862	213494	-5080	0	-42530	216216	-5080	0
content.bridge.53c98b08c895c3f002ddca14	53654	115766	-5408	0	50914	115030	-5408	0
content.bridge.0b65b97892ca2745f1b4d5a2	-48536	-246909	-7904	0	-49676	-249518	-7904	0
content.bridge.9a32e2da819550eba5fc3292	115920	177382	-5432	0	114761	174758	-5432	0
content.bridge.422ffef945c27f728216acec	-46224	84800	-4736	0	-45512	87583	-4736	0
content.bridge.ec2e5612d9384b6ccd533e1d	85511	211965	-5432	0	86260	209187	-5432	0
content.bridge.5b2d2f9b08d1b48667d59eb5	16323	-248197	-9576	0	18644	-246482	-9576	0
content.bridge.351c3da63a018965b71e3dfb	-41862	213494	-5080	0	-43967	215820	-5080	0
content.bridge.4e99e6fa545580e1e38161a2	180478	-10428	-4896	0	180748	-7282	-4896	0
