connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.5587a171458f762ea8e332cc	48233	220896	-3584	0	48317	219987	-3584	0
content.bridge.af9c5c63b66fb858b7044cb4	43274	212660	-3712	0	44231	212510	-3712	0
content.bridge.0ff66f6352594f3a4e667d67	42715	211504	-3712	0	42152	212508	-3712	0
content.bridge.8ee61ebf12c2e6d1f95b9b94	48233	220896	-3584	0	49441	220257	-3584	0
content.bridge.940b2f1bb6d838b463c9beab	43614	213590	-3712	0	42161	214194	-3712	0
content.bridge.7c19f24370871a7b85553919	48233	220896	-3584	0	48903	218874	-3584	0
content.bridge.8526fb5348fd7eec90890939	46743	217545	-3752	0	48277	216069	-3584	0
content.bridge.92a168c4dc3b8896e7b2279d	43593	210299	-3712	0	45799	209611	-3592	0
content.bridge.5992ae8a232d5936501b6091	45797	213402	-3752	0	47894	212506	-3344	0
content.bridge.69367f13225e63a1513359f0	50083	210401	-3728	0	50127	208268	-2704	0
content.bridge.2928c190c5bd65794a2a26e7	45797	213402	-3752	0	47437	211609	-3592	0
content.bridge.ad197e35f567762dc93f9191	46777	215933	-3752	0	47964	213774	-3424	0
content.bridge.2dcdb2c87945f4e7ba65b16b	46777	215933	-3752	0	48909	217325	-3584	0
content.bridge.3ec420648d30eeedeebe695d	47276	209176	-3584	0	49816	210366	-2704	0
content.bridge.4f9c826ca7c8033826744f4d	49528	207404	-3592	0	50879	209960	-2704	0
content.bridge.e9160d0f618d391ce56e2670	46743	217545	-3752	0	49468	215909	-3584	0
content.bridge.c5b23ce8b2eb9d0502dc86d8	45875	211773	-3640	0	49081	211948	-3344	0
content.bridge.7d91390130f3f71474df56af	49528	207404	-3592	0	52226	208922	-2464	0
content.bridge.77509ee3be73598626fe2158	45797	213402	-3752	0	49082	214093	-3424	0
content.bridge.5cd0ff242f2331b5ede94cdf	45837	214210	-3752	0	49082	213336	-3424	0
content.bridge.d427bacae8902d667d026a5b	46584	210594	-3592	0	49849	211615	-3224	0
content.bridge.ff4d717921c610aefb121272	45797	213402	-3752	0	49086	214498	-3504	0
content.bridge.7c7f8ca843f33887ab887617	48448	208626	-3552	0	51604	209960	-2608	0
content.bridge.9920857d93369f75b67a57e4	49528	207404	-3592	0	50862	210942	-2904	0
content.bridge.2cce8d856a74364b14fc548b	49528	207404	-3592	0	52593	209968	-2464	0
content.bridge.369600745d9929d06ef15c6a	48241	206962	-3520	0	52149	205402	-3880	0
content.bridge.6d458e6f459ed07816abc387	48448	208626	-3552	0	50260	212504	-3344	0
content.bridge.eac6bcdd5f5c1bedc70dd26d	48448	208626	-3552	0	51413	205551	-4000	0
content.bridge.6dc95a967e36ab46eebc0d7e	45837	214210	-3752	0	50114	213785	-3364	0
content.bridge.a2d67138f254a2f544a528a6	47276	209176	-3584	0	50882	211620	-3024	0
content.bridge.188d293411ea81e08aa3cf41	49528	207404	-3592	0	53604	208957	-2464	0
content.bridge.cf034b0cb46f71ca0580def0	49528	207404	-3592	0	51929	211263	-3024	0
content.bridge.0586b681f0b835695cdb5af0	49528	207404	-3592	0	52220	210994	-2464	0
content.bridge.9f00a29c1fec63a0d9f88472	49528	207404	-3592	0	53842	209964	-2464	0
content.bridge.743a6861013c2d55f0874f85	46743	217545	-3752	0	51281	215080	-3744	0
content.bridge.614c48984a7eb58089d95c92	50083	210401	-3728	0	53773	206732	-3720	0
content.bridge.af61d60e05c5946e322ff357	49528	207404	-3592	0	53489	210757	-2456	0
content.bridge.57f46e459605f5541e342378	46584	210594	-3592	0	51592	212516	-3344	0
content.bridge.a9c0483b8be89887e0c90a28	48233	220896	-3584	0	52220	217250	-3336	0
content.bridge.55cbbf5de3497ddee7d0a26f	49528	207404	-3592	0	52379	212080	-3344	0
content.bridge.28bbacc83f1e8cfbda35b2f0	46743	217545	-3752	0	51773	214789	-4004	0
content.bridge.0a8bac0cf748ea9d6fdcce2d	46743	217545	-3752	0	52214	215156	-3336	0
content.bridge.b633fdda885f3f5aa79a4a60	49528	207404	-3592	0	55049	209949	-2464	0
content.bridge.3dda3a6efe250ac44250567c	49528	207404	-3592	0	55042	210544	-2464	0
content.bridge.4628dcd991991bc7faf93a35	46743	217545	-3752	0	52518	214410	-4216	0
content.bridge.320abd82481e8e50e0747c66	46743	217545	-3752	0	53438	215871	-4056	0
content.bridge.7b6fa0e96d97628de4a6998a	49528	207404	-3592	0	55005	211856	-3880	0
content.bridge.ed61cbd5b2df797224b8a18c	49528	207404	-3592	0	54982	211998	-3880	0
content.bridge.a916f24fd798985767def22c	48233	220896	-3584	0	55101	216166	-4056	0
content.bridge.ab7d7a38d0664602d4043d17	48448	208626	-3552	0	55163	213986	-4216	0
content.bridge.5c842fbe3dfbb0a47d26c050	46743	217545	-3752	0	55166	215094	-4216	0
