connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.seed.retry.346c436a3ce5a14595a7f87c	VALID_DIRECT	1729	1	280	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.021ce82c13db7088b71a0329	VALID_PATH	2636	9	362	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.27dbc3dfd4c16fd0a2cf96f7	NO_PATH_WITHIN_BUFFER	0	0	338	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.4e59753cc8e1380f688fde6b	NO_PATH_WITHIN_BUFFER	0	0	456	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.206df71c9d18e76854aee1a7	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	558	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.39dddd39d4ecf69510226e03	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	560	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.8564b60172b599274a6da685	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	640	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.60dbdff1009dfc18a72c1e7a	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	644	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.d520c75ff58a9071b1393b7b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	776	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.bd5d1bcb09c54348cefb6a92	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.7d0f3c231bab77a27bd7dfc6	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	644	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.0d91237a4d70d59b93b501bf	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	866	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.25b5fcf83d5f9af6d392801b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	858	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.9dc44aaa16f02dc287b731fa	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	868	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.531397e8db07a4e574655df6	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	774	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.04aa13b287a03c748b85766e	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.5d0a3292f27b70b3457cd965	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1008	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.5612bb659690803b20055c78	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	780	500	0	0	[]	[]	STATIC_XML_CLEAR
content.seed.retry.19696d3766aec32297847f80	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1150	500	0	0	[]	[]	STATIC_XML_CLEAR
