connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.a8bbded8345943a1221de0db	VALID_PATH	1160	7	184	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.49c155f764b5ff871d54158f	NO_PATH_WITHIN_BUFFER	0	0	200	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.797429777ec3b294861ecbec	VALID_DIRECT	1095	1	202	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.25498c89b3d588d7f0b52788	NO_PATH_WITHIN_BUFFER	0	0	200	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a1464b547bd7d8c4264b9dc5	VALID_PATH	3758	19	220	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.39d48473f4daab2f2988ac6c	NO_PATH_WITHIN_BUFFER	0	0	210	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a65f5194935ea9d2be34d8ac	NO_PATH_WITHIN_BUFFER	0	0	214	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1be8f7cbe391de84008a1518	NO_PATH_WITHIN_BUFFER	0	0	214	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4c0bb407b1df4d88f9711a87	NO_PATH_WITHIN_BUFFER	0	0	216	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.004990a15aa0cfe136856ef8	NO_PATH_WITHIN_BUFFER	0	0	218	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.dcf614e5656448b243cc3e95	VALID_PATH	2102	19	200	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.06268fcf30cf260ef2040ccb	NO_PATH_WITHIN_BUFFER	0	0	210	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.67b8307cee50b86bed702e59	NO_PATH_WITHIN_BUFFER	0	0	252	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.89cbaca388766f4a4bbd13e7	NO_PATH_WITHIN_BUFFER	0	0	254	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1b21e162964b23326f9b0404	NO_PATH_WITHIN_BUFFER	0	0	292	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0f1176fe9c084dcdfe895815	VALID_PATH	2578	21	264	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.44f136c91898fc93a8a2c030	NO_PATH_WITHIN_BUFFER	0	0	290	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.792e15c3432c82960203981d	VALID_PATH	3902	17	314	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0e80105f79f2b09c8334e778	NO_PATH_WITHIN_BUFFER	0	0	286	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f994fba0f8cf7e43694c9777	VALID_DIRECT	2201	1	340	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.833be8dca82487e7dd03bd73	VALID_PATH	3754	19	342	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0e78b5fab6d73855a9f6a987	NO_PATH_WITHIN_BUFFER	0	0	332	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6c7d1c4809e06adc4dd52973	NO_PATH_WITHIN_BUFFER	0	0	334	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4c928d449b2ab6760ee2b470	VALID_DIRECT	2363	1	358	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bc9e117d01db6e343b4b51b7	VALID_DIRECT	2384	1	362	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5f0addfc6787ba4bdda42f59	VALID_DIRECT	2390	1	362	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bd45bffa168186bfbdbcb061	NO_PATH_WITHIN_BUFFER	0	0	362	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0b592708a9128daab4ac28f0	NO_PATH_WITHIN_BUFFER	0	0	334	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.068d3ac08c88300aad10f95e	VALID_PATH	4902	29	342	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.69911597398443d84e4944ec	NO_PATH_WITHIN_BUFFER	0	0	306	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.09a2ec85b2da9121d24f7a91	VALID_PATH	6464	23	338	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d8d187dc05afadcd33342017	VALID_PATH	3184	9	372	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c8bdcfabac68c103a4662b82	VALID_DIRECT	2578	1	386	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.41ee72dbac3a4125b8785b4a	VALID_PATH	3409	15	362	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.866012184b9a9acc3d98439a	NO_PATH_WITHIN_BUFFER	0	0	330	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.80b29f14fd477286c65e1cf8	NO_PATH_WITHIN_BUFFER	0	0	332	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e0ebaaa0ccb1d7d88bed53cf	VALID_PATH	3188	9	402	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.36327f4939d824b5250a1dd5	NO_PATH_WITHIN_BUFFER	0	0	416	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f10e2e1408cc1a2bd9ecda79	VALID_PATH	3969	21	326	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.06dc3e460d9454e654042293	NO_PATH_WITHIN_BUFFER	0	0	418	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0a96ecce4efb4c7da8f8c5b4	NO_PATH_WITHIN_BUFFER	0	0	420	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.ac16b24b7e0cc6c7f6e40dc2	VALID_PATH	4433	17	376	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.78901b614a98c730ec6f6293	VALID_PATH	3582	11	408	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.248520a42581aa5094911f46	VALID_PATH	4355	25	380	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f3d14702165e115cc2841af6	VALID_PATH	3672	9	464	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.124c271fd22e602c2c9ce1d5	VALID_PATH	3511	9	472	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bfba4211604d6aa3f3b6d13c	VALID_PATH	3535	11	472	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.9ca338b213951db7d3338d05	NO_PATH_WITHIN_BUFFER	0	0	468	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.02051729d0b09eb6f376bf3f	NO_PATH_WITHIN_BUFFER	0	0	380	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.651bd49d53c88343531953fe	NO_PATH_WITHIN_BUFFER	0	0	382	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.eb3fd38b358f379bae0d1638	NO_PATH_WITHIN_BUFFER	0	0	464	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.7f54aba7ac7c8c86b14718b4	VALID_DIRECT	3453	1	496	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.50570ea30ea04567c209bbde	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	502	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.40158feb92b5588d7227282f	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	506	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4975e1c34512ec8217ec617c	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	510	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.131d84b4a2200bb39c5021f5	NO_PATH_WITHIN_BUFFER	0	0	452	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.eec97775428a12ab072df5bb	VALID_PATH	4442	15	496	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.edb987ec4394879834d97c98	NO_PATH_WITHIN_BUFFER	0	0	468	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bcac542a6e8981f925dd4329	VALID_PATH	4916	25	448	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1aaa8006d5e89f5eb92cbaed	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	548	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.fec3f7e6b994b5f81412fd0c	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	512	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.dbba64c505629ed5955aab05	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	558	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.dc9b3084d9e0a56dc4b5e0a0	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	548	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d7343254211d3b2a41010a62	NO_PATH_WITHIN_BUFFER	0	0	468	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.3699cc8bf97c1b5f5505651c	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	574	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.81753207357ad6f3d3f5050b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	604	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a04b74a67dddb53002cc8a7a	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	602	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.912ab1f0b8eed08d43cbf99a	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	562	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a3021b4b85b6d07466a97f8b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	562	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.58a9a3554e7d43cb4fe1738e	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	518	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.67191416ff8d49085d2c81de	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	638	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.3d02ffbba5d0ac2e964b8235	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	638	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4d39bbabc9a8ad2b09be6a0e	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	638	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5e971920b79020ebe5b16b10	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	640	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5d9286c5e0761ed9d68ad8d0	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	640	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5e4cfcc2740e8a9b94d76611	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	590	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.67dfa850e991c5207e37989c	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	622	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.38ba11b59f6bf7be4b468a7f	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	590	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.8951586d859ad0acf17bbfd4	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	640	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5d9f5a02bbbb8fad70cc1143	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	582	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6871903ae9bce940a30fdddf	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	618	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.55cbc6fb1aaf186e185da802	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	554	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.161d9bcb398e8a37720b9016	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	698	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2c506b8dc4dbb250fe6ab544	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	640	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.16fcac7f6d8dc18d2e3ed97a	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	564	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5510c11d1c620aaf5cad4033	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	646	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d22c78b3d65dd3337d9a4e0e	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	750	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bd0f4c6efa47ce7ebd22354d	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	590	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e4c840cc6ba56730ca2d82ab	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	776	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.44635085df1eeadd0cc9a3b0	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	776	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c2bc72999bcdb6bd7f510056	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	642	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f1f1ed42482af7fa137a33e9	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	776	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a5e532a1be09d7517238455a	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	750	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.fa311cde56201a4ad58db509	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e27239c3ef5c90155bcb889d	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	774	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a25208bf78762a5aa760809e	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	774	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.73e47cb5fb0f52ff198dd39f	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	700	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c1d1523d783e0f82885475ae	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	808	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0a34d8bcdbfedac823b35ae4	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	690	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d7e1fe15436747082e58b9f4	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	632	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1defdd79fa502e795573a669	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	850	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.61d14c2cbc261cafb6afcaaa	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	658	500	0	0	[]	[]	STATIC_XML_CLEAR
