connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.23bb1cc35c731ff69ab3c741	VALID_DIRECT	2928	1	422	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.7c51a12bd7c668e097eceea8	VALID_DIRECT	2946	1	424	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f4ff95037b933d4babb3873a	VALID_PATH	5845	41	422	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0c1050f2159d3af07b4bf7b0	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	582	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6505c6175c7175dee84e4b2f	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.01bc922a8490d293d1311583	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.cc4f335873a7f09abd66a312	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	716	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c98921bf4bd1dc9ad4ee27db	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	778	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.dac37d4cec3b9be2ed027f9d	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1138	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.65779fa159cc60f6e293a4f9	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1138	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e8e412e38f55942c83f83918	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1136	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.fc5a2e36afa03d7eeb605f14	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1500	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.b18c24db16724faac10a402c	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1500	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.91f358047a8491505622c489	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1498	500	0	0	[]	[]	STATIC_XML_CLEAR
