connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.df1dc00202e7450498e1b6d1	-51872	217541	-5080	0	-50710	216939	-5080	0
content.bridge.5534571ff8209a7ce2559eed	89149	219520	-5432	0	90280	218357	-5432	0
content.bridge.1fc3884f958c3a538f456473	-47950	217267	-5080	0	-49508	216144	-5080	0
content.bridge.e07b82c322e9c330c7429d3c	52650	171263	-4976	0	50065	171456	-4976	0
content.bridge.2a6b5ae2e061a4542c9f542b	-18222	86977	-5168	0	-17898	84222	-5168	0
content.bridge.d0c03674d6fd651f51b06b6f	-11758	78820	-5168	0	-14540	78494	-5168	0
content.bridge.19d3d6362949df861abf15ae	-50039	81183	-4736	0	-47280	81922	-4736	0
content.bridge.58b7b2075beed9566668bad4	-13387	23811	-4896	0	-10385	23160	-4896	0
content.bridge.06947db77ff9eb775ae97c83	-10028	19486	-4896	0	-8788	23814	-4896	0
content.bridge.1b619140005e7fe382182c3a	117295	178619	-5432	0	112238	177026	-5432	0
content.bridge.19c497d2088138704fb317a7	117278	179697	-5432	0	111610	178614	-5432	0
