connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.fdd9a823d96f12d7bb8b075f	NO_PATH_WITHIN_BUFFER	0	0	98	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.7ef93a906dafe9552270ab6c	NO_PATH_WITHIN_BUFFER	0	0	160	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.aae0a92dcdf79dd7cb7b5033	PATH_SEGMENT_BLOCKED	0	0	188	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d85b5f49bd64a53a19abcf38	NO_PATH_WITHIN_BUFFER	0	0	214	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.690d59680fc5c95a86b77ee0	NO_PATH_WITHIN_BUFFER	0	0	162	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5865ef2f5e74f283292b8b9a	VALID_PATH	1700	15	236	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d3bd3ba809ce8407e27cc89b	PATH_SEGMENT_BLOCKED	0	0	258	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.b723b4dc0c73776e73eeb7f6	NO_PATH_WITHIN_BUFFER	0	0	216	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.9fb29527c1933987256f0a7a	NO_PATH_WITHIN_BUFFER	0	0	260	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.76cd25514050ede0b9c3209d	NO_PATH_WITHIN_BUFFER	0	0	256	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.98df7f72859705343b1a626b	NO_PATH_WITHIN_BUFFER	0	0	272	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.37203c20ec54c8f858983d37	NO_PATH_WITHIN_BUFFER	0	0	254	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bf7d4bd569171c1a20e0e003	VALID_DIRECT	1963	1	278	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.f3542fed60be243e0e39936f	VALID_PATH	2347	17	316	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.eeb50eca267e992a89a4ba7a	NO_PATH_WITHIN_BUFFER	0	0	326	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.86125c8ae095222cabc01909	NO_PATH_WITHIN_BUFFER	0	0	294	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2cd9d4ad85ca6ef5e0b9b608	NO_PATH_WITHIN_BUFFER	0	0	316	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.8e050ce8d21e7cdf3a941b1f	NO_PATH_WITHIN_BUFFER	0	0	312	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e99d1573eedb33d29ade0b74	NO_PATH_WITHIN_BUFFER	0	0	338	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c45858b11f8d4996fdb38f20	NO_PATH_WITHIN_BUFFER	0	0	330	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.582aad64ff9a8e967f71af40	NO_PATH_WITHIN_BUFFER	0	0	364	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.ca909061b0ae27aba915cc19	NO_PATH_WITHIN_BUFFER	0	0	330	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.acf9a3a6a0767b0e8fc0a1f4	NO_PATH_WITHIN_BUFFER	0	0	328	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.3f760bd3e845fdd49d5c3718	NO_PATH_WITHIN_BUFFER	0	0	398	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.abc704b4f5ebe6ff66932fcc	VALID_PATH	3946	51	350	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.9c44eb0223a10c3f2c5e3205	NO_PATH_WITHIN_BUFFER	0	0	378	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.06014400a54ca1b778f7901f	NO_PATH_WITHIN_BUFFER	0	0	350	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.7d1c9dadb1118ed2f489338f	NO_PATH_WITHIN_BUFFER	0	0	332	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2d6c3cbe9a3b2ec2e6116bda	VALID_PATH	3645	41	340	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.02e07730cd73fa9b44bffffd	VALID_PATH	3238	17	430	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.64205f867d8d689993851402	NO_PATH_WITHIN_BUFFER	0	0	370	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4985421651231ac4022c4032	NO_PATH_WITHIN_BUFFER	0	0	430	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.fd7aaf81c09701b52683f5ae	NO_PATH_WITHIN_BUFFER	0	0	434	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.89cd1f589c90dc51535099e0	NO_PATH_WITHIN_BUFFER	0	0	470	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.224385c7f91c13238aec5773	NO_PATH_WITHIN_BUFFER	0	0	470	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.51a7c577bc0967a6640a8ab7	STATIC_DOOR_INTERSECTION_UNRESOLVED	0	0	392	500	1	0	[21240004]	[]	STATIC_DOOR_INTERSECTION_UNRESOLVED
