connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.03239e35627bdaa9129c3e61	VALID_DIRECT	2589	1	388	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4455bb9990528325dfb531a7	VALID_PATH	5430	25	422	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.0748453af4e532821c3b5590	NO_PATH_WITHIN_BUFFER	0	0	462	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5aaf32d34ed521d0bde1c62e	VALID_DIRECT	5418	1	742	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2616b60d8351065af7973582	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	776	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.ee9c58db51340fdaed7b289b	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	740	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.83c08f56354300bad79bcc73	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	780	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bbaae4263eb9bc8135ca33b3	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	772	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.8e935b8c27ce753e407189f7	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	822	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.369bbb9d125fb16eed72cbf8	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	786	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.bdc46421202cebaf799002df	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	940	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.27914b02047d9e4839a7fbb1	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	822	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.e92dad4c100573b57cb8535d	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1074	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d534943a0ca2e8df34c0ad50	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1132	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.a0a5d59be44c589e892394be	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1184	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.5f9c87032d76d978b5e97407	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1130	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.d5cd671117816a00a279bcbd	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1184	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6984cfffbbc856dbe9065b37	DIRECT_BLOCKED_PATHFINDER_OUT_OF_RANGE	0	0	1182	500	0	0	[]	[]	STATIC_XML_CLEAR
