connector_id	validation_status	path_length	path_segments	required_buffer	max_pathfind_buffer	door_intersections	fence_intersections	door_ids	fence_names	collision_proof
content.bridge.29f72063ef3bbc576a6c46fa	NO_PATH_WITHIN_BUFFER	0	0	150	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.efbc7d430a04694245f7b588	NO_PATH_WITHIN_BUFFER	0	0	150	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.de176da51a909f9676caead1	NO_PATH_WITHIN_BUFFER	0	0	150	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c02740d9a49ff3b60d1895e8	NO_PATH_WITHIN_BUFFER	0	0	142	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.1ff5f1934d07551c4780a26e	NO_PATH_WITHIN_BUFFER	0	0	176	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.4a837f646c494103ff6d218c	NO_PATH_WITHIN_BUFFER	0	0	204	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.371381b65bb7db3febf8aa54	NO_PATH_WITHIN_BUFFER	0	0	206	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.2367a00a8ace331eb679e0c1	NO_PATH_WITHIN_BUFFER	0	0	178	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.00ddc05a9ab4d21d4a898412	NO_PATH_WITHIN_BUFFER	0	0	182	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.3564245ff74a5a64f17aab03	NO_PATH_WITHIN_BUFFER	0	0	222	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.c29e015e9bfbfc1b1d00eb45	NO_PATH_WITHIN_BUFFER	0	0	212	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.214ce052cd8fcf0fb8e8762d	NO_PATH_WITHIN_BUFFER	0	0	186	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.6e5128ffce0f986746e54bf5	NO_PATH_WITHIN_BUFFER	0	0	232	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.b01eb0312f034f96b5be136b	NO_PATH_WITHIN_BUFFER	0	0	226	500	0	0	[]	[]	STATIC_XML_CLEAR
content.bridge.51972e996f26b3e124d93d45	NO_PATH_WITHIN_BUFFER	0	0	144	500	0	0	[]	[]	STATIC_XML_CLEAR
