connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.b11bbe1838a699d7cd83cf7b	113717	18309	5984	0	113525	17182	6992	0
content.bridge.a6eba4d137a979c4da7dc0f9	113717	18309	5984	0	113536	17155	4976	0
content.bridge.083505a0bccec6f35a05532d	113725	18327	928	0	113499	17170	1944	0
content.bridge.19187305f08c94bd8da72285	115563	18325	928	0	114658	17376	1944	0
content.bridge.23ee2529058e48e424922d4e	112930	17774	5984	0	114402	17854	6992	0
content.bridge.f93832ab94051ce080a0243e	112930	17774	5984	0	114402	17854	6992	0
content.bridge.1a6ba8ddd42bf13e4d34fb32	116362	17808	928	0	115497	17591	-640	0
content.bridge.5f5845c77b8db83d547f78ae	112930	17774	5984	0	114357	17162	4976	0
content.bridge.0d1096894aadb98dac709d0d	112925	17804	928	0	113892	17589	-640	0
content.bridge.454b496221aa71c069ad8874	115926	15866	928	0	116405	16862	-640	0
content.bridge.1def30a9666c9c2a0ced7451	116334	14373	928	0	114677	14743	1944	0
content.bridge.f1346342fd5a64b679e9890b	112930	17774	5984	0	113379	16122	4976	0
content.bridge.1c4065a87f9d7bff2d7737a9	115926	15866	928	0	114724	15551	-640	0
content.bridge.82dfc741ff854eeb163a4727	112930	17774	5984	0	114630	17463	4976	0
content.bridge.155299618eba6452c4fd0680	112948	14381	928	0	113369	16068	1944	0
