connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.610a7446f3c5a5ece68892ea	-20207	-249052	-8160	0	-19058	-249664	-8160	0
content.bridge.0754e721d38a8c475c881ab3	-20207	-249052	-8160	0	-18925	-248578	-8160	0
content.bridge.db593ab73f182005438fda50	-51868	215828	-5080	0	-50710	216939	-5080	0
content.bridge.dac6b2a81c06ff64d29701c1	-17841	-250467	-8160	0	-16271	-249346	-8160	0
content.bridge.bb7addb11ef05b371e1ee1e0	-17841	-250467	-8160	0	-15599	-250786	-8160	0
content.bridge.123496a87d2ea584407fdad0	-17841	-250467	-8160	0	-17102	-248064	-8160	0
content.bridge.709b9e97b72b55ddee8484b8	-20207	-249052	-8160	0	-18924	-246831	-8160	0
content.bridge.78f2e93c233a616838757026	-20207	-249052	-8160	0	-20218	-246174	-8160	0
content.bridge.ec2700aaf7fde3cea60600a1	-17841	-250467	-8160	0	-14517	-250784	-8160	0
content.bridge.f6466e04da2d2d93d2ced063	-20207	-249052	-8160	0	-20202	-245084	-8160	0
content.bridge.71dce9c60da87917805b87f7	-17841	-250467	-8160	0	-13873	-247777	-8160	0
content.bridge.7e4411d4bc7728ba787c769c	-17841	-250467	-8160	0	-15595	-246178	-8160	0
content.bridge.6e63b36029d0531ef1e44861	-20207	-249052	-8160	0	-18386	-244353	-8160	0
content.bridge.14e81cc1337cdb90c29ce2b5	-17841	-250467	-8160	0	-12687	-250038	-8160	0
content.bridge.8a8b99767e669ad5710702bf	-17841	-250467	-8160	0	-14513	-246175	-8160	0
content.bridge.70d7ec1f7a645ac8fe215016	-20207	-249052	-8160	0	-17039	-244346	-8160	0
content.bridge.67e1406ac432069d6f851eaa	-17841	-250467	-8160	0	-15601	-245092	-8160	0
content.bridge.48caec53e4ac773c4286a0bf	117300	174004	-5432	0	112238	177026	-5432	0
content.bridge.0c199744eb9c94442d23cb58	-17841	-250467	-8160	0	-14509	-245091	-8160	0
content.bridge.32ddf80946ba3b066f1f4b81	117657	180692	-5432	0	111610	178614	-5432	0
content.bridge.d95a29b629d4a5aaa48510aa	-17841	-250467	-8160	0	-11343	-250036	-8160	0
content.bridge.2ed6966a5a4d48013155011c	-17841	-250467	-8160	0	-12367	-246786	-8160	0
content.bridge.1548f28366ff8f639ffd5db7	-20207	-249052	-8160	0	-19572	-242081	-8160	0
content.bridge.9e38888d7165f9bb6a13497e	-17841	-250467	-8160	0	-12367	-245091	-8160	0
content.bridge.50a733ef5ac4e05c790db223	-17841	-250467	-8160	0	-9906	-250787	-8160	0
content.bridge.203797a41d658d379c74a04c	-17841	-250467	-8160	0	-10192	-247426	-8160	0
content.bridge.0488fd1e0ba3ae788016affc	-20207	-249052	-8160	0	-18066	-241093	-8160	0
content.bridge.c9065e3aa2db820e3ec28524	-17841	-250467	-8160	0	-14510	-242720	-8160	0
content.bridge.9fd81d6bed35b8c69fd8fd80	-20207	-249052	-8160	0	-15893	-241730	-8160	0
content.bridge.9e9e7dd686b897986fb03b39	-20207	-249052	-8160	0	-20206	-240486	-8160	0
content.bridge.e41fa9895990d3ef31621b23	-17841	-250467	-8160	0	-9908	-246176	-8160	0
content.bridge.aeec6e9efed0b5df9f62ff5c	-17841	-250467	-8160	0	-11982	-243210	-8160	0
content.bridge.ed0596960aeb0889d6ec8a68	-17841	-250467	-8160	0	-9896	-245054	-8160	0
content.bridge.d1345e1c62502e828c5cc077	-20207	-249052	-8160	0	-15598	-240480	-8160	0
content.bridge.d8f7a83c1874dfb3354d651b	-20207	-249052	-8160	0	-14516	-240480	-8160	0
content.bridge.1a59ae3d269f8ce5ea1e0241	-17841	-250467	-8160	0	-9906	-242494	-8160	0
content.bridge.86d99a165fd8dab2d93926cd	-17841	-250467	-8160	0	-10996	-240481	-8160	0
content.bridge.2069fa0fd40ac91ea40782ce	-17841	-250467	-8160	0	-9905	-240482	-8160	0
