connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.f428118330caec95ec1ca6b3	116364	14361	5984	0	115569	13828	5984	0
content.bridge.126a0f1adbe1a9b376911227	116334	14373	928	0	115803	14964	1944	0
content.bridge.e43c374efd1c8d5f48bb27fc	116364	14361	5984	0	115755	14949	6992	0
content.bridge.1195dd0b4c903c460e5b611c	116360	17765	5984	0	115584	17252	4976	0
content.bridge.da419c148de97619e871bfe4	116364	14361	5984	0	115525	14771	4976	0
content.bridge.ffee468dbaf6a3ec63dc5ed0	116334	14373	928	0	115926	15866	928	0
content.bridge.2cf16adca344695913dc5f0b	113345	14741	-2120	0	113827	14502	-640	0
content.bridge.b51c31e0956548cd71170b39	115568	13868	928	0	114677	14743	1944	0
content.bridge.98fb9b0674a9581f45138fdd	113345	14741	-2120	0	112839	15207	-640	0
content.bridge.4b27588aea9961fd0e83e6a3	115568	13868	928	0	115430	14533	-640	0
content.bridge.f7e44cf50daa849572c45596	116334	14373	928	0	116180	15225	-640	0
content.bridge.5b9cbe3c5f641c0f063c61da	116364	14361	5984	0	114880	14272	6992	0
content.bridge.a1e8f99e1d5e8e007bdedf15	115568	13868	928	0	113737	13878	928	0
content.bridge.5c05d4d49d769fe34cfce660	116360	17765	5984	0	114652	18498	5984	0
content.bridge.6b41e4cd3d4fc0c7036841b9	116364	14361	5984	0	114648	13646	5984	0
content.bridge.16baa7ded2719b457cf81e0a	113345	14741	-2120	0	114647	16068	-2120	0
content.bridge.142269b3cb8e29e08be012c2	116360	17765	5984	0	115193	16587	6992	0
content.bridge.5f51f45f45cefe383bc4c85f	116360	17765	5984	0	116017	16068	4976	0
content.bridge.416b3ec467d8abc30fdd714c	116364	14361	5984	0	115981	16054	4976	0
content.bridge.603f55a676e147bca1ee0e0b	116360	17765	5984	0	114630	17463	4976	0
content.bridge.b61846baaffb93a7899d245f	113345	14741	-2120	0	112654	16058	-640	0
content.bridge.249d3fe02901e1ef1d65c2b4	116364	14361	5984	0	114684	15216	4976	0
content.bridge.ff8d59c941e9c55512ca0a0f	113345	14741	-2120	0	114724	15551	-640	0
content.bridge.bb468515b41b3a9630c2c462	116360	17765	5984	0	114402	17854	6992	0
content.bridge.9b07fc986b61dee15ce16f45	116360	17765	5984	0	114402	17854	6992	0
content.bridge.d3df8a72a550831ea5cb5114	116334	14373	928	0	115566	15108	2952	0
content.bridge.7bf056195889e0891286d9a1	116334	14373	928	0	115566	15108	2952	0
content.bridge.d01f2dbc43318c262bd841f3	116334	14373	928	0	116631	16046	-640	0
content.bridge.754eff83a53493acbb1c6d86	116360	17765	5984	0	116114	16672	3960	0
content.bridge.ad41080292938f7c08fb7699	116364	14361	5984	0	115262	14564	3960	0
content.bridge.14c279e39869cd3287743f60	116360	17765	5984	0	114357	17162	4976	0
content.bridge.7f0436ce5d2b7f1ab054c616	116360	17765	5984	0	114688	16080	5984	0
content.bridge.579e616cfa9b331d02b0c6ad	113345	14741	-2120	0	114648	16079	-3608	0
content.bridge.99e364f07c93d878b9810752	116360	17765	5984	0	115156	17252	3960	0
content.bridge.1034a376863406804fa335e7	116364	14361	5984	0	115833	15575	3960	0
content.bridge.7225b6ab0d35289335b5d6bf	115568	13868	928	0	114244	14614	2952	0
content.bridge.7c655e59baca9285342f91bd	115568	13868	928	0	114658	16066	1944	0
content.bridge.f06881223dbec190fd4ab157	113345	14741	-2120	0	113111	16856	-640	0
content.bridge.29944332c929b971f0813372	113345	14741	-2120	0	114563	16496	-640	0
content.bridge.ff5a1806e09a9851c1cb50db	113345	14741	-2120	0	115958	14775	-2120	0
content.bridge.b62c61da2ef83a810076f4a6	115568	13868	928	0	112948	14381	928	0
content.bridge.5ccd07f4e82b1c218bf835b4	116360	17765	5984	0	113717	18309	5984	0
content.bridge.fbee9066838ec7d1e27ef99c	116334	14373	928	0	114665	16494	928	0
content.bridge.7340f4b552d25994f2f33820	116364	14361	5984	0	115628	16025	7992	0
content.bridge.b3af27afb98f8298f01696d3	116364	14361	5984	0	114647	15064	7992	0
content.bridge.f8cc36452712bb3aed286ff5	116360	17765	5984	0	114612	17074	7992	0
content.bridge.00baf2234dcff8d635c19ac8	116364	14361	5984	0	113760	14804	4976	0
content.bridge.8bf5ea9fb66bfe053e69b25e	116364	14361	5984	0	113719	15114	6992	0
content.bridge.f8d054eac9983d33fd28da08	116364	14361	5984	0	113719	15114	6992	0
content.bridge.cd3652f4c01e0b567267c312	116334	14373	928	0	116405	16862	-640	0
content.bridge.86ccdfc785e295569084555e	113345	14741	-2120	0	115906	14853	-3608	0
content.bridge.16cd0ae0b7a15d04dfc40bcd	113345	14741	-2120	0	113343	14754	-5096	0
