connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.140f7515dbbe6d94a0b1444e	49441	220257	-3584	0	48317	219987	-3584	0
content.bridge.8d2c3993387f94be1cb9d533	43614	213590	-3712	0	44231	212510	-3712	0
content.bridge.ccbb2f115dad615bdeeb25ca	49441	220257	-3584	0	48903	218874	-3584	0
content.bridge.7fb401cf0aace707abb9fa1b	42152	212508	-3712	0	42161	214194	-3712	0
content.bridge.7deb3359362e4e1699c4e052	46584	210594	-3592	0	47894	212506	-3344	0
content.bridge.acbc118e148319eed1a9bf02	48241	206962	-3520	0	50127	208268	-2704	0
content.bridge.f5555f3df459289d330a2f96	45666	212569	-3752	0	47964	213774	-3424	0
content.bridge.4b3a51f14015b13b09bc85a1	48448	208626	-3552	0	45799	209611	-3592	0
content.bridge.73236b150696701d05d1df93	50083	210401	-3728	0	47437	211609	-3592	0
content.bridge.8a726b41106ac4198c1e201f	49441	220257	-3584	0	48909	217325	-3584	0
content.bridge.570cb059bdbfc46b4fa6722e	45282	216235	-3904	0	48277	216069	-3584	0
content.bridge.2646f6e1e40f2b55b4918ef6	49528	207404	-3592	0	49816	210366	-2704	0
content.bridge.9e0cfd11e82bdd67c85eabcb	48448	208626	-3552	0	49081	211948	-3344	0
content.bridge.bc44046015556187e9c22b79	46777	215933	-3752	0	49082	213336	-3424	0
content.bridge.27f9fb7a4f8427997840e746	47276	209176	-3584	0	49849	211615	-3224	0
content.bridge.05a1ed0891a8a168ecad31fd	50843	206598	-4000	0	50879	209960	-2704	0
content.bridge.7676381ed61096fdf6549d74	50843	206598	-4000	0	51604	209960	-2608	0
content.bridge.4c53a77289c294c0ae7d5477	45666	212569	-3752	0	49082	214093	-3424	0
content.bridge.de167bbf17110e7b575b686b	46743	217545	-3752	0	49086	214498	-3504	0
content.bridge.7aa4bb892e17b13fb085feb6	48448	208626	-3552	0	52226	208922	-2464	0
content.bridge.83fd9c7d704bcc38cf1b58d5	47276	209176	-3584	0	50862	210942	-2904	0
content.bridge.65b67c54dc3da0787fdddc54	49441	220257	-3584	0	52220	217250	-3336	0
content.bridge.681ad9f235332fffb0934b5e	45315	215591	-3904	0	49468	215909	-3584	0
content.bridge.06b10fa30270cb794f93cd37	45797	213402	-3752	0	50114	213785	-3364	0
content.bridge.d1856130a224e9aa4f3a6c16	46584	210594	-3592	0	50882	211620	-3024	0
content.bridge.95bfd752917b85272448e640	45875	211773	-3640	0	50260	212504	-3344	0
content.bridge.51bd963b8db05e3fd93eb28c	48448	208626	-3552	0	52593	209968	-2464	0
content.bridge.f6157a3c45d0751c450965cb	50843	206598	-4000	0	52220	210994	-2464	0
content.bridge.1070e8194f9cc24be7f48898	50843	206598	-4000	0	51929	211263	-3024	0
content.bridge.1a48aec9b34bbfa94b5896c1	48448	208626	-3552	0	52149	205402	-3880	0
content.bridge.9798cd79a0429230a122ec8e	50083	210401	-3728	0	51413	205551	-4000	0
content.bridge.49e3048ef2196d1da42ed123	48448	208626	-3552	0	53604	208957	-2464	0
content.bridge.bd1166d54066294392377fb2	47276	209176	-3584	0	51592	212516	-3344	0
content.bridge.cf0e201b15c7b4dd2a5e0f75	49441	220257	-3584	0	51281	215080	-3744	0
content.bridge.02f12a32dce331423a53ce53	48241	206962	-3520	0	53773	206732	-3720	0
content.bridge.7b4b36af5f403b9f1cd5bb05	48448	208626	-3552	0	53489	210757	-2456	0
content.bridge.5641fafc335bdc6d28486194	48448	208626	-3552	0	53842	209964	-2464	0
content.bridge.b9997c692383ac572072d502	50843	206598	-4000	0	52379	212080	-3344	0
content.bridge.a7c2c5cf4dd05449df29cf71	49441	220257	-3584	0	52214	215156	-3336	0
content.bridge.6df9cdd71ed7ec45400b0a17	49441	220257	-3584	0	53438	215871	-4056	0
content.bridge.d55fc8220f785ef610477230	49441	220257	-3584	0	51773	214789	-4004	0
content.bridge.6ef6ee712a6cbef7eed41667	49441	220257	-3584	0	52518	214410	-4216	0
content.bridge.040651e29ee7a179df117d19	48448	208626	-3552	0	55049	209949	-2464	0
content.bridge.2dbc11d4b9353714a7aa575b	48448	208626	-3552	0	55042	210544	-2464	0
content.bridge.078f1f026b8f43ccf152de9f	49441	220257	-3584	0	55101	216166	-4056	0
content.bridge.0ca3f2bf780f003cb921c89f	48448	208626	-3552	0	55005	211856	-3880	0
content.bridge.3c5cd1fbed5bc631d279cf8a	48448	208626	-3552	0	54982	211998	-3880	0
content.bridge.d328f45f764b4f886b21b207	49441	220257	-3584	0	55166	215094	-4216	0
content.bridge.4ea6b3e5f115b05e99115a71	49441	220257	-3584	0	55163	213986	-4216	0
