connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.b73a8b7db95140fdf2fafeb3	46520	121136	-5408	0	45245	120646	-5408	0
content.bridge.5b8dee660ab50ad40d4c45ed	120866	136128	-4824	0	120363	137400	-4824	0
content.bridge.43b1b986925f6d496daa72b3	55599	178402	-4976	0	56880	178882	-4976	0
content.bridge.66d32ca1eee180f2ea50a31b	-19184	80703	-5168	0	-19668	81987	-5168	0
content.bridge.ea669bc8b738d75d448a2d75	48970	171588	-4976	0	49459	170302	-4976	0
content.bridge.df0c2e3f630b440b25838d84	-19091	15232	-4896	0	-17801	15712	-4896	0
content.bridge.ac09d0e6f7a37f0e9bab635e	-47296	80187	-4736	0	-47280	81922	-4736	0
content.bridge.51b08df0a0cd33c0e2a99c0e	-19184	80703	-5168	0	-17440	80700	-5168	0
content.bridge.576d7c9e7e3a2223324356b8	143250	84296	-5424	0	144416	85733	-5424	0
content.bridge.3b6580be0d7897804a53c4aa	49743	174230	-4976	0	50865	172673	-4976	0
content.bridge.958116970e5636e0197d3058	-19951	78058	-5168	0	-21070	79618	-5168	0
content.bridge.30e4a6cd733a1fe08117c78e	120089	133469	-4824	0	118957	135030	-4824	0
content.bridge.70b01af1fc934a3d333a9c3b	49188	120366	-5408	0	47611	119247	-5408	0
content.bridge.a9f454ace3e4b53a6184a76e	143250	84296	-5424	0	145400	84258	-5424	0
content.bridge.8d1a03c87e93397796767ab2	83446	211236	-5432	0	85511	211965	-5432	0
content.bridge.3b5533a935c02560ff9e72e0	52269	174908	-4976	0	52262	172711	-4976	0
content.bridge.20a9faa84e1b9fb4d06996c5	-46218	81494	-4736	0	-46229	83706	-4736	0
content.bridge.39c0edbab11814436bf5367e	124320	137431	-4824	0	124342	135190	-4824	0
content.bridge.dc5b0c820cbc4b450ccef354	-46218	81494	-4736	0	-44823	83332	-4736	0
content.bridge.29a9a699ffbdb790e4b0712c	178726	-15706	-4896	0	179310	-13380	-4896	0
content.bridge.7d2decb7e6edc9d1fe27e71b	176310	-17219	-4896	0	176924	-14900	-4896	0
content.bridge.33d256b36724dd4f04a3b208	-18671	78886	-5168	0	-16789	77380	-5168	0
content.bridge.aa84d491a99d6938c5b58da4	143250	84296	-5424	0	145408	85382	-5424	0
content.bridge.13ce0d5e0d39a44c01d5116e	121355	134303	-4824	0	123264	132789	-4824	0
content.bridge.bfd71c98cc476287f0c7155d	143250	84296	-5424	0	140788	84278	-5424	0
content.bridge.6d47e822720718e0f1428e9a	-19184	80703	-5168	0	-18494	83069	-5168	0
content.bridge.42b90fe95ebd043c1d19e43c	-46218	81494	-4736	0	-47310	83708	-4736	0
content.bridge.8e3d2d2c1162ca0f4aa1b990	48337	121648	-5408	0	46406	120047	-5408	0
content.bridge.bee1a68a07ec2b2b0a04dbe2	53784	177890	-4976	0	55727	179484	-4976	0
content.bridge.37e2f93809ac34b3e53c8f49	-18671	78886	-5168	0	-20268	80830	-5168	0
content.bridge.20a7d8e2a8972ca7187d4b94	48466	173400	-4976	0	50065	171456	-4976	0
content.bridge.2f8e9c40692649f0ea73b387	121355	134303	-4824	0	119774	136266	-4824	0
content.bridge.9297685db026cabbc46a3042	-19184	80703	-5168	0	-21387	81972	-5168	0
content.bridge.5e6642fd8344c94ffecdc040	46520	121136	-5408	0	45252	118928	-5408	0
content.bridge.1dc8ba951bd59d93cbfe39b0	55599	178402	-4976	0	56884	180606	-4976	0
content.bridge.ea2c27ae4db61ec090243d70	48970	171588	-4976	0	51180	170302	-4976	0
content.bridge.2cb51631b332d6ee201171cd	113414	174742	-5432	0	112238	177026	-5432	0
content.bridge.fc42067a22196f86e8a5c644	53654	115766	-5408	0	53188	113239	-5408	0
content.bridge.3d49e6f127c944974d299d36	-51028	-249533	-7904	0	-52221	-247256	-7904	0
content.bridge.dfcbe0595d50b84fb635cef2	120866	136128	-4824	0	118631	137403	-4824	0
content.bridge.40d6d419d14b46074186d329	142864	82392	-5424	0	145396	81930	-5424	0
content.bridge.11fe45890f7140fa2612c7f3	-50039	81183	-4736	0	-49546	83711	-4736	0
content.bridge.179b54b1a142873c7a951824	-19091	15232	-4896	0	-17812	17492	-4896	0
content.bridge.67183ae449bbeaee8071f5d9	83446	211236	-5432	0	83446	213834	-5432	0
content.bridge.cb1ffe59d71927fe908eff0f	180462	-16082	-4896	0	182570	-14392	-4896	0
content.bridge.eedfafe1dbd58e51cb0a3ccb	173030	-16184	-4896	0	175152	-14500	-4896	0
content.bridge.2d47536108c3ec8e8a9e25ea	125731	137015	-4824	0	127442	134910	-4824	0
content.bridge.193efdb7d3b27650bf80a976	53672	174533	-4976	0	55372	172418	-4976	0
content.bridge.522147f5da24cd99e8fd4ce9	-19184	80703	-5168	0	-16787	81985	-5168	0
content.bridge.90cfd77bc5adb4cda32a87ee	143250	84296	-5424	0	140750	85366	-5424	0
content.bridge.7d3dff2970444d167d3bfc82	178726	-15706	-4896	0	178350	-12992	-4896	0
content.bridge.e10b2d9c7b3fc36437416116	-19091	15232	-4896	0	-16733	13822	-4896	0
content.bridge.635a1e10e1c9837e972b8039	50946	117844	-5408	0	50914	115030	-5408	0
content.bridge.f6f060b2ae2a21a01756141f	142864	82392	-5424	0	143610	79632	-5424	0
content.bridge.1a39c4c76b4603fb6002642f	-43004	210862	-5080	0	-41862	213494	-5080	0
content.bridge.e20ce2bd2fd8e9c2327c8404	-19091	15232	-4896	0	-19085	18116	-4896	0
content.bridge.dfe2b4895a77bce24583e55e	13680	-247039	-9576	0	16323	-248197	-9576	0
content.bridge.568d3c8e29dcce691fd929a8	-51028	-249533	-7904	0	-48233	-250273	-7904	0
content.bridge.ef3f7fb03a6c1413f4a59e3d	113414	174742	-5432	0	116224	174010	-5432	0
content.bridge.297a865a657786146ee04149	-43116	81218	-4736	0	-41616	83717	-4736	0
content.bridge.4f4947af5e32f8546464dbde	-18671	78886	-5168	0	-15699	79090	-5168	0
content.bridge.5b0d8933dd0a4d22dd5c95f0	142864	82392	-5424	0	142984	85374	-5424	0
content.bridge.85ef9a8c279666cfd0880d33	178726	-15706	-4896	0	177263	-12990	-4896	0
content.bridge.252d2384c445c2d88fd33bf3	180462	-16082	-4896	0	180756	-13010	-4896	0
content.bridge.4af50d6026313a491141cd64	-50039	81183	-4736	0	-51918	83708	-4736	0
content.bridge.20a564263f1ed1bb4b9b98f6	53654	115766	-5408	0	55558	113231	-5408	0
content.bridge.ff94af8057c1eadb1a0699d9	122611	136124	-4824	0	124733	133753	-4824	0
content.bridge.de199924692f66e01693e791	173030	-16184	-4896	0	172655	-12988	-4896	0
content.bridge.5bb09d25675c0f78901d8023	143250	84296	-5424	0	146483	84282	-5424	0
content.bridge.cc68b3dc5961998d38a54b69	125731	137015	-4824	0	128946	137396	-4824	0
content.bridge.756e6922d1df47913bc2fd0f	-19184	80703	-5168	0	-21391	83075	-5168	0
content.bridge.acdecc98fd45151794e49153	-19091	15232	-4896	0	-15999	16216	-4896	0
content.bridge.c42641f815d9665de31f05e8	143250	84296	-5424	0	141168	86796	-5424	0
content.bridge.ce5ebac9b931ab589c8b234b	-43004	210862	-5080	0	-46177	210132	-5080	0
content.bridge.2794c6d802c91363416c28da	13680	-247039	-9576	0	12944	-243867	-9576	0
content.bridge.c4e6b86cc42a12350e438e83	-51028	-249533	-7904	0	-50709	-246291	-7904	0
content.bridge.59a1f33fb4c2edf0541382a3	113414	174742	-5432	0	113749	178014	-5432	0
content.bridge.2b267010a1d528dd748d4dba	-46218	81494	-4736	0	-46224	84800	-4736	0
content.bridge.645cf3ce18182dab4d0863dc	-18671	78886	-5168	0	-15688	77377	-5168	0
content.bridge.601e51c88dfd051caa328bb6	121355	134303	-4824	0	124362	132786	-4824	0
content.bridge.173b9a58f1d49cf69c3c865e	-19184	80703	-5168	0	-16788	83077	-5168	0
content.bridge.e9b6945fbcc0b968b80559e7	13680	-247039	-9576	0	15956	-244509	-9576	0
content.bridge.62936abec273ac34cd6f2919	-43004	210862	-5080	0	-45540	213140	-5080	0
content.bridge.e4fd236bf6b8f42d950b541c	143250	84296	-5424	0	146485	85380	-5424	0
content.bridge.3ec268e81bf3014573ec2900	13680	-247039	-9576	0	16939	-246011	-9576	0
content.bridge.c999727a4812ab8849732d19	-43004	210862	-5080	0	-44032	214125	-5080	0
content.bridge.33c7b6d4eeee7aa053544685	53672	174533	-4976	0	52650	171263	-4976	0
content.bridge.a2c23b6a6becd359554d66c1	83446	211236	-5432	0	86260	209187	-5432	0
content.bridge.7c11aa2926908822b1f4d2dc	50944	116752	-5408	0	50943	113236	-5408	0
content.bridge.e14987631f76a2f9ccc818a7	84528	209215	-5432	0	88049	209228	-5432	0
content.bridge.552b4e8219e3cdd0d93c8102	141876	79688	-5424	0	145408	79684	-5424	0
content.bridge.9918c5dc1b46b583c8189364	48970	171588	-4976	0	52270	170302	-4976	0
content.bridge.9fb435bda55e9e1aa141f5a6	83446	211236	-5432	0	85896	213808	-5432	0
content.bridge.0cc4f46d30aa2c9e4d178bd7	-51028	-249533	-7904	0	-48536	-246909	-7904	0
content.bridge.2d1aaf66464ffce5e757cb1c	142864	82392	-5424	0	146471	82086	-5424	0
content.bridge.c2891b07b9089decd594cfd6	113414	174742	-5432	0	115920	177382	-5432	0
content.bridge.59dbb2ef085b7e8dbc998608	-19184	80703	-5168	0	-18992	84352	-5168	0
content.bridge.b0c8b87b5e82e0ec9b132d2d	-19184	80703	-5168	0	-15697	81987	-5168	0
content.bridge.19cd709fcc547757fd59dd3e	-19184	80703	-5168	0	-17898	84222	-5168	0
content.bridge.eb04a5fcb196e53e6d2b031d	178726	-15706	-4896	0	178354	-11938	-4896	0
content.bridge.b50a35a6bc893049bb5ff01f	-43116	81218	-4736	0	-42860	85093	-4736	0
content.bridge.e2c4fd85dbb6e4ff418f3b17	-43116	81218	-4736	0	-41614	84806	-4736	0
content.bridge.7c02a58ba4c7b135af72bd68	-51028	-249533	-7904	0	-47156	-250267	-7904	0
content.bridge.90f2bbb8f050e31fb7dfdb04	-19091	15232	-4896	0	-15148	14944	-4896	0
content.bridge.1f2244aa3e6d041ca83a3368	180462	-16082	-4896	0	182975	-13028	-4896	0
content.bridge.aa1c9aa720a544b60b25b32f	113414	174742	-5432	0	117300	174004	-5432	0
content.bridge.7185e7e07723afb4e2195fd6	-19184	80703	-5168	0	-20732	84351	-5168	0
content.bridge.8cc415ea834ee5a3bc229e8c	53672	174533	-4976	0	54991	170693	-4976	0
content.bridge.e79a959f3c75059a4947b506	178726	-15706	-4896	0	177248	-11924	-4896	0
content.bridge.f8e225fd83fd47ca0ce7327f	125731	137015	-4824	0	127073	133182	-4824	0
content.bridge.68abc76891097cafb67e7201	113414	174742	-5432	0	117304	176038	-5432	0
content.bridge.8aa54c751a1200fb1914efaa	-43004	210862	-5080	0	-41574	214736	-5080	0
content.bridge.d2079c5a5a7821c6a85d4117	-18671	78886	-5168	0	-14540	78494	-5168	0
content.bridge.f9ac330c024693ac568e89ac	13680	-247039	-9576	0	17584	-248473	-9576	0
content.bridge.ebecfdd479b2eaaafb565799	84528	209215	-5432	0	88051	211452	-5432	0
content.bridge.da1ba7b6441d6cd2ca7fd07b	143250	84296	-5424	0	143256	88482	-5424	0
content.bridge.50beddd1143ffec9e0227515	143250	84296	-5424	0	145074	88092	-5424	0
content.bridge.0b6354dcf5f8dc020c6bb807	113414	174742	-5432	0	111610	178614	-5432	0
content.bridge.eaeccb8b1ac1ae8b47899251	-51028	-249533	-7904	0	-52843	-245666	-7904	0
content.bridge.7c38802bc580206bfd48db6a	-43004	210862	-5080	0	-47264	211216	-5080	0
content.bridge.8b1f8678edef4b8ff7976996	173030	-16184	-4896	0	172671	-11906	-4896	0
content.bridge.01ec36487b4db24c5103c596	-18671	78886	-5168	0	-14416	79585	-5168	0
content.bridge.fe849b09c0b797364f4f03cb	-51028	-249533	-7904	0	-46760	-248865	-7904	0
content.bridge.eae451d019a01c81d3f54423	-43004	210862	-5080	0	-47274	210124	-5080	0
content.bridge.3d80d1eed25dc27a43e0d169	142864	82392	-5424	0	146860	80638	-5424	0
content.bridge.3ad2750b536aa4434bb6c886	142864	82392	-5424	0	146478	79678	-5424	0
content.bridge.152da4c406fd9d643fb2414b	84528	209215	-5432	0	89134	209218	-5432	0
content.bridge.34ced85e158bdb26ef3b90ea	56879	174908	-4976	0	56877	170300	-4976	0
